cname,ccode,ccodealp,ccodecow,ccodewb,aii_acc,aii_aio,aii_cilser,aii_elec,aii_pubm,aii_q01,aii_q02,aii_q03,aii_q04,aii_q05,aii_q06,aii_q07,aii_q08,aii_q09,aii_q10,aii_q11,aii_q12,aii_q13,aii_q14,aii_q15,aii_q16,aii_q17,aii_q18,aii_q19,aii_q20,aii_q21,aii_q22,aii_q23,aii_q24,aii_q25,aii_q26,aii_q27,aii_q28,aii_q29,aii_q30,aii_q31,aii_q32,aii_q33,aii_q34,aii_q35,aii_q36,aii_q37,aii_q38,aii_q39,aii_q40,aii_q41,aii_q42,aii_q43,aii_q44,aii_q45,aii_q46,aii_q47,aii_q48,aii_q49,aii_q50,aii_q51,aii_q52,aii_q53,aii_q54,aii_q55,aii_q56,aii_q57,aii_q58,aii_q59,aii_rol,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_polity2,fh_ppp,fh_pr,fh_rol,fh_status,fhn_fotnloc,fhn_fotnota,fhn_fotnsc,fhn_fotnst,fhn_fotnvur,fhp_mcei5,fhp_mclr5,fhp_mcpp5,fhp_score5,fhp_status5,gcb_bed,gcb_bj,gcb_bland,gcb_bmed,gcb_bper,gcb_bpol,gcb_br,gcb_brcr,gcb_brnc,gcb_btax,gcb_butil,gcb_fcbad,gcb_fcwell,gcb_orcag,gcb_orcdis,gcb_pb,gcb_pcbmost,gcb_pcbsome,gcb_pcgomost,gcb_pcgosome,gcb_pcjmost,gcb_pcjsome,gcb_pclgcmost,gcb_pclgcsome,gcb_pclmost,gcb_pclsome,gcb_pcord,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcpolsome,gcb_pcpsome,gcb_pcrmost,gcb_pcrsome,gcb_pctaxmost,gcb_pctaxsome,gcb_ped,gcb_pfcaag,gcb_pfcdis,gcb_pj,gcb_pmed,gcb_pmedia,gcb_pmil,gcb_pngo,gcb_poff,gcb_ppa,gcb_pparl,gcb_ppol,gcb_prel,gcb_sarcag,gcb_sarcdis,gcb_wsdag,gcb_wsddis,vdem_corr,vdem_delibdem,vdem_dl_delib,vdem_edcomp_thick,vdem_egal,vdem_egaldem,vdem_elvotbuy,vdem_exbribe,vdem_excrptps,vdem_execorr,vdem_exembez,vdem_exthftps,vdem_gcrrpt,vdem_gender,vdem_jucorrdc,vdem_libdem,vdem_liberal,vdem_mecorrpt,vdem_partip,vdem_partipdem,vdem_polyarchy,vdem_pubcorr,who_alcohol10,who_dwrur,who_dwtot,who_dwurb,who_halef,who_halem,who_halet,who_homf,who_homm,who_homt,who_infmortf,who_infmortm,who_infmortt,who_lef,who_lem,who_let,who_matmort,who_mrf,who_mrm,who_mrt,who_roadtrd,who_sanitrur,who_sanittot,who_saniturb,who_suif,who_suim,who_suit,wdi_gdpgr,wdi_gdppppcon2011,wdi_gini,pwt_rgdp,bti_eo,bti_eos,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_popf,wdi_popgr,wdi_poprul,wdi_poprulgr,wdi_popurb,wdi_popurbagr,p_polity2
Sweden,752,SWE,380,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,12,16,12,10,16,10,16,1,16,1,NA,NA,NA,NA,NA,4,2,5,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2800000011920929,0.3400000035762787,0.8299999833106995,0.1000000014901161,NA,0.1500000059604645,0.7799999713897705,0.0900000035762787,0.8199999928474426,0.0399999991059303,0.8700000047683716,0.1299999952316284,0.7900000214576721,0.1000000014901161,0.8199999928474426,0.0399999991059303,0.3100000023841858,0.1000000014901161,0.0500000007450581,0.8799999952316284,0.8299999833106995,0.1000000014901161,0.7900000214576721,0.0500000007450581,0.8600000143051147,NA,0.7799999713897705,0.1500000059604645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.699999988079071,0.1700000017881393,0.7799999713897705,0.1000000014901161,0.0120000001043081,0.8740000128746033,0.9710000157356262,0.9290000200271606,0.9190000295639038,0.8379999995231628,3.848000049591064,3.868000030517578,3.665999889373779,0.0160000007599592,3.842999935150146,2.529000043869019,3.851999998092651,0.9399999976158142,3.654999971389771,0.875,0.9700000286102295,3.865000009536743,0.6489999890327454,0.6549999713897705,0.9110000133514404,0.017000000923872,7.179999828338623,NA,100,NA,73.4000015258789,71.5,72.4000015258789,0.6000000238418579,1.5,1,2.099999904632568,2.5,2.299999952316284,84.0999984741211,80.5999984741211,82.4000015258789,4,40,64,52,2.799999952316284,88,93,94,7.400000095367432,15.80000019073486,11.69999980926514,2.683966398239136,459827085312,29.20000076293945,444976.72,NA,NA,9923085,17.38833618164063,62.77146911621094,19.84019470214844,24.36248779296875,49.990234375,1.256453990936279,13.14799976348877,-0.9922350645065308,86.85199737548828,1.601319670677185,10
Switzerland,756,CHE,225,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,12,15,12,10,15,10,15,1,15,1,NA,NA,NA,NA,NA,5,4,4,13,1,0.0143737168982625,0.0661764740943909,0.0752212405204773,0.029585799202323,0.0473684221506119,0.0205882359296083,NA,NA,NA,0.0159489624202251,0.0318181812763214,0.2800000011920929,0.5099999904632568,0.8199999928474426,0.0799999982118607,3.086508750915527,0.2300000041723251,0.6899999976158142,0.1099999994039536,0.7799999713897705,0.0500000007450581,0.8399999737739563,0.0799999982118607,0.8199999928474426,0.1099999994039536,0.7699999809265137,0.0700000002980232,0.3199999928474426,0.0799999982118607,0.0399999991059303,0.8700000047683716,0.7799999713897705,0.1299999952316284,0.7300000190734863,0.0700000002980232,0.8199999928474426,2.190965175628662,0.5400000214576721,0.3400000035762787,2.202492237091064,2.591983556747437,3.09128212928772,2.569473743438721,2.472075939178467,2.698347091674805,3.267214775085449,2.759834289550781,2.260824680328369,2.677316188812256,0.5600000023841858,0.2700000107288361,0.8100000023841858,0.1000000014901161,0.0189999993890524,0.859000027179718,0.9760000109672546,0.906000018119812,0.9300000071525574,0.8190000057220459,3.779999971389771,3.803999900817871,3.742000102996826,0.0189999993890524,3.852999925613403,2.753999948501587,3.354000091552734,0.9430000185966492,3.687000036239624,0.8379999995231628,0.9549999833106995,3.70799994468689,0.871999979019165,0.7870000004768372,0.8920000195503235,0.0120000001043081,9.430000305175781,NA,95,NA,74.5,72.4000015258789,73.5,0.5,0.5,0.5,3.5,4.099999904632568,3.799999952316284,85.19999694824219,81.19999694824219,83.30000305175781,5,36,62,49,2.700000047683716,99,100,100,6.900000095367432,15.80000019073486,11.30000019073486,1.601223587989807,482388082688,32.29999923706055,518638.56,NA,NA,8373338,14.83255767822266,66.93853759765625,18.22890281677246,211.8973999023438,50.4755973815918,1.092031121253967,26.26099967956543,1.012097954750061,73.73899841308594,1.120513558387756,10
Syria,760,SYR,652,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,2,0,0.25,0,0.25,0,7,0,3,26,23,86,3,37,23,29,38,90,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9129999876022339,0.028999999165535,0.0670000016689301,0.2619999945163727,0.2770000100135803,0.0890000015497208,2.059000015258789,0.4790000021457672,0.6899999976158142,0.902999997138977,0.4659999907016754,-2.020999908447266,0.8090000152587891,0.4160000085830688,1.422000050544739,0.0370000004768372,0.0900000035762787,0.2599999904632568,0.2509999871253967,0.0820000022649765,0.1509999930858612,0.8960000276565552,0.2300000041723251,NA,NA,NA,59.5,52.5,55.79999923706055,1.299999952316284,3.599999904632568,2.5,12.80000019073486,15.39999961853027,14.10000038146973,68.9000015258789,59.40000152587891,63.79999923706055,30,202,388,301,26.5,NA,NA,NA,1.100000023841858,3.799999952316284,2.400000095367432,NA,NA,NA,49986.07,1,1,17453932,32.36421203613281,63.49002456665039,4.145761013031006,95.0494613647461,49.67467880249023,-3.06627368927002,47.16500091552734,-4.470555305480957,52.83499908447266,-1.79581344127655,-9
Tajikistan,762,TJK,702,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,2,1,2.1666667,4,2.1666667,0,7,2,3,NA,NA,NA,NA,NA,26,28,33,87,3,NA,NA,NA,NA,NA,NA,29,58,50,NA,NA,0.2000000029802322,0.6100000143051147,0.2899999916553497,0.239999994635582,NA,0.1299999952316284,0.5199999809265137,0.1000000014901161,0.6000000238418579,0.1400000005960464,0.550000011920929,0.119999997317791,0.6200000047683716,0.0599999986588955,0.6299999952316284,NA,NA,0.0299999993294477,0.1800000071525574,0.6000000238418579,0.7400000095367432,0.0700000002980232,0.6100000143051147,0.1700000017881393,0.5400000214576721,NA,0.4600000083446503,0.2199999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2599999904632568,0.3400000035762787,0.239999994635582,0.2899999916553497,0.9330000281333923,0.0640000030398369,0.1560000032186508,0.2709999978542328,0.2949999868869781,0.0989999994635582,0.9829999804496765,0.1959999948740005,0.2140000015497208,0.9580000042915344,0.1990000009536743,-1.814000010490417,1.246999979019165,0.527999997138977,0.9440000057220459,0.0500000007450581,0.1209999993443489,1.669999957084656,0.119999997317791,0.0500000007450581,0.1739999949932098,0.9319999814033508,0.9100000262260437,NA,48,NA,65.30000305175781,61.70000076293945,63.5,0.699999988079071,2,1.299999952316284,28.10000038146973,36,32.09999847412109,73,68.69999694824219,70.80000305175781,17,91,156,123,18.10000038146973,NA,NA,NA,1.700000047683716,5,3.299999952316284,6.872963905334473,24125265920,34,33665.039,5,4,8663579,36.12934112548828,60.91156005859375,2.959100484848022,62.42221450805664,49.55739593505859,2.448490142822266,73.14900207519531,2.299581289291382,26.85099983215332,2.855285167694092,-3
Thailand,764,THA,800,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,6,3,3,10,3,3,6,5,3,24,10,67,3,33,17,27,33,77,3,0.0916230380535126,NA,0.1897810250520706,0.0161812305450439,0.0346153862774372,0.3725490272045135,0.3300000131130219,0.8100000023841858,0.4099999964237213,0.0251046027988195,0.0230642501264811,0.2800000011920929,0.7200000286102295,0.5199999809265137,0.1899999976158142,3.189300298690796,0.550000011920929,0.449999988079071,0.5600000023841858,0.4399999976158142,0.2199999988079071,0.7599999904632568,0.5,0.4900000095367432,0.7300000190734863,0.2700000107288361,0.4300000071525574,0.1400000005960464,0.6200000047683716,0.7799999713897705,0.2199999988079071,0.3799999952316284,0.1500000059604645,0.7900000214576721,0.3700000047683716,0.6200000047683716,3.0829918384552,0.7200000286102295,0.119999997317791,2.507953405380249,2.774590253829956,2.812761545181274,2.787657022476196,2.650055408477783,3.70546555519104,3.968495845794678,3.410337448120117,3.998986721038818,2.365079402923584,0.6600000262260437,0.1500000059604645,0.3700000047683716,0.2700000107288361,0.8100000023841858,0.0500000007450581,0.1340000033378601,0.1720000058412552,0.4309999942779541,0.1299999952316284,1.429000020027161,0.6460000276565552,1.46399998664856,0.8339999914169312,0.9330000281333923,-0.875,1.050999999046326,0.6690000295639038,1.636000037193298,0.090999998152256,0.3009999990463257,2.930999994277954,0.3199999928474426,0.0979999974370003,0.1400000005960464,0.6650000214576721,6.570000171661377,NA,NA,NA,69.80000305175781,64,66.80000305175781,1.399999976158142,8.800000190734863,5,7.599999904632568,9.5,8.600000381469727,79.30000305175781,71.80000305175781,75.5,37,91,203,147,32.70000076293945,NA,NA,NA,4.800000190734863,21.39999961853027,12.89999961853027,3.356488943099976,1083524710400,36.90000152587891,1055307.3,4,5,68971328,17.64566040039063,71.34828186035156,11.00605773925781,135.0023040771484,51.1965217590332,0.3730525970458984,51.55199813842773,-1.078953862190247,48.44800186157227,1.941596269607544,-3
Togo,768,TGO,461,768,35.714287,28.947369,33.333332,55,47.5,100,25,50,25,100,100,0,25,0,100,0,0,0,0,100,0,100,50,100,50,25,50,50,100,50,50,100,50,0,25,100,0,50,0,0,0,100,50,50,0,100,25,25,0,0,0,0,0,0,0,0,25,50,0,25,100,100,50,50,47.222221,7,4,6,9,5,4.5,7,4.5,7,4,7,2,NA,NA,NA,NA,NA,20,18,19,57,2,NA,NA,NA,NA,NA,NA,0.1700000017881393,0.6700000166893005,0.2599999904632568,NA,NA,0.6100000143051147,0.3100000023841858,NA,NA,NA,0.5799999833106995,0.300000011920929,0.3899999856948853,0.449999988079071,0.4799999892711639,0.3799999952316284,0.3700000047683716,0.4600000083446503,0.3499999940395355,0.4699999988079071,0.3499999940395355,0.3899999856948853,0.3700000047683716,0.4399999976158142,0.4300000071525574,0.449999988079071,0.1700000017881393,0.7099999785423279,0.4900000095367432,0.3600000143051147,NA,0.5299999713897705,0.4199999868869781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8080000281333923,0.4510000050067902,0.7710000276565552,0.6179999709129333,0.6520000100135803,0.3980000019073486,1.391999959945679,0.6639999747276306,0.7120000123977661,0.7419999837875366,1.753000020980835,-0.718999981880188,1.491000056266785,0.8069999814033508,1.258999943733215,0.2669999897480011,0.3729999959468842,2.098999977111816,0.2870000004768372,0.2280000001192093,0.5619999766349792,0.7730000019073486,1.659999966621399,NA,NA,NA,54.20000076293945,53.59999847412109,53.90000152587891,4.900000095367432,13.69999980926514,9.300000190734863,44.70000076293945,55.09999847412109,50,61.5,59.70000076293945,60.59999847412109,395,248,284,265,29.20000076293945,NA,NA,NA,10.89999961853027,22.70000076293945,16.60000038146973,4.918356418609619,11273338880,43.09999847412109,11321.941,4,6,7509952,41.90449523925781,55.26701736450195,2.828487157821655,138.0759735107422,50.29797744750977,2.518741846084595,59.37200164794922,1.633363366127014,40.62799835205078,3.82685923576355,-2
Tonga,776,TON,955,776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,9,12,7,8.5957413,12,NA,14,2,11,1,NA,NA,NA,NA,NA,10,10,10,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3700000047683716,NA,NA,NA,66,62.59999847412109,64.30000305175781,2.900000095367432,6.300000190734863,4.599999904632568,16,12.19999980926514,14.10000038146973,76.4000015258789,70.5,73.4000015258789,53,100,167,133,16.79999923706055,NA,NA,NA,2.900000095367432,5.199999809265137,4,3.379473686218262,570667520,37.59999847412109,NA,NA,NA,101133,36.13063812255859,57.89603805541992,5.97332239151001,140.4624938964844,50.01730346679688,0.3486636579036713,76.77799987792969,0.4181406497955322,23.22200012207031,0.1192961633205414,NA
Trinidad and Tobago,780,TTO,52,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,11,15,9,9.166666,13,9.166666,13,2,9,1,NA,NA,NA,NA,NA,7,7,11,25,1,NA,NA,NA,NA,NA,NA,0.0399999991059303,0.7300000190734863,0.0599999986588955,NA,NA,0.6000000238418579,0.239999994635582,0.4099999964237213,0.4099999964237213,NA,0.3002033531665802,0.5741413235664368,0.405521422624588,0.4798466265201569,0.3476313352584839,0.5238996744155884,0.3939491212368011,0.4942266047000885,0.4038135409355164,0.5005593299865723,0.1500000059604645,0.5899999737739563,0.4096271693706512,0.6075143814086914,0.3356369435787201,0.47802734375,0.18736232817173,0.6967665553092957,0.3522456288337708,0.4856204390525818,NA,0.5799999833106995,0.3799999952316284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3700000047683716,0.5099999904632568,0.2599999904632568,0.5600000023841858,0.101000003516674,0.6729999780654907,0.925000011920929,0.8109999895095825,0.8069999814033508,0.6129999756813049,2.776000022888184,3.296999931335449,2.802999973297119,0.0839999988675117,3.533999919891357,1.998999953269958,2.894999980926514,0.902999997138977,3.096999883651733,0.6290000081062317,0.859000027179718,2.900000095367432,0.5680000185966492,0.4720000028610229,0.7379999756813049,0.1089999973773956,7.519999980926514,NA,NA,NA,66.19999694824219,60.40000152587891,63.29999923706055,11,74.30000305175781,42.20000076293945,15.69999980926514,19.10000038146973,17.39999961853027,75.5999984741211,68.19999694824219,71.80000305175781,68,119,222,172,12.10000038146973,NA,NA,NA,4.300000190734863,21.89999961853027,12.89999961853027,-6.509206771850586,40304349184,NA,40204.266,6,6,1377564,20.62182426452637,69.36939239501953,10.0087833404541,268.531005859375,50.55855941772461,0.5266594886779785,46.75,0.6743065714836121,53.25,0.3972145617008209,10
United Arab Emirates,784,ARE,696,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,4,2,1.3333333,4,1.3333333,2,6,3,3,23,13,69,3,33,23,25,30,78,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1099999994039536,0.1729999929666519,0.5220000147819519,0.1469999998807907,0.4950000047683716,0.1420000046491623,3.802000045776367,3.296999931335449,2.966000080108643,0.2879999876022339,1.720000028610229,1.577999949455261,3.54800009727478,0.546999990940094,3.599999904632568,0.0970000028610229,0.3269999921321869,0.3479999899864197,0.1560000032186508,0.0509999990463257,0.1230000033974648,0.1099999994039536,2.099999904632568,NA,NA,NA,68.30000305175781,66,66.69999694824219,1.100000023841858,4.800000190734863,3.799999952316284,5.900000095367432,7.300000190734863,6.599999904632568,78.69999694824219,76.5,77.19999694824219,3,56,80,74,18.10000038146973,NA,96,NA,0.800000011920929,3.5,2.700000047683716,2.988441705703735,627607863296,NA,721395.75,8,10,9360980,14.38551330566406,84.62749481201172,0.9869906902313232,131.8076629638672,30.15862083435059,1.053281188011169,14.03499984741211,-0.9988658428192139,85.964996337890625,1.392358899116516,-8
Tunisia,788,TUN,616,788,67.85714,44.736843,33.333332,85,45,100,75,50,25,100,100,75,25,25,100,100,50,50,50,100,0,100,25,100,100,100,50,75,100,50,25,100,0,25,0,100,0,0,50,100,0,0,50,50,0,100,0,50,0,0,0,0,100,0,100,0,100,25,0,50,75,100,100,50,63.888889,9,3,11,13,9,8.416666,11,8.416666,16,1,9,1,8,10,38,2,20,18,18,18,54,2,0.2642486989498138,NA,NA,0.376963347196579,NA,0.4341085255146027,0.0799999982118607,0.9100000262260437,0.0900000035762787,NA,NA,0.6200000047683716,0.3100000023841858,NA,NA,2.98804783821106,0.4699999988079071,0.4099999964237213,0.3100000023841858,0.5699999928474426,0.1700000017881393,0.699999988079071,0.3199999928474426,0.5699999928474426,0.1700000017881393,0.6299999952316284,0.1899999976158142,0.6399999856948853,0.1800000071525574,0.2599999904632568,0.6600000262260437,0.6100000143051147,0.1500000059604645,0.7099999785423279,0.2300000041723251,0.6200000047683716,2.976692676544189,0.7099999785423279,0.2700000107288361,3.498331546783447,2.784631967544556,3.421673774719238,1.770562767982483,2.832920789718628,3.344537734985352,3.956570148468018,3.055916786193848,3.880169630050659,2.4320387840271,NA,NA,NA,NA,0.2460000067949295,0.6499999761581421,0.9369999766349792,0.7730000019073486,0.7639999985694885,0.5740000009536743,2.079999923706055,3.072999954223633,1.786999940872192,0.1410000026226044,3.28600001335144,1.294000029563904,2.844000101089478,0.8989999890327454,2.582000017166138,0.6480000019073486,0.9070000052452087,3.059999942779541,0.4939999878406525,0.4210000038146973,0.7289999723434448,0.3109999895095825,1.399999976158142,NA,92,NA,67.30000305175781,65.30000305175781,66.30000305175781,0.800000011920929,2.599999904632568,1.700000047683716,13.30000019073486,16,14.69999980926514,78.0999984741211,74.0999984741211,76,45,71,111,91,22.79999923706055,NA,78,88,2.200000047683716,4.400000095367432,3.200000047683716,1.262528538703918,122953023488,32.79999923706055,124774.65,6,6,11303946,23.9984188079834,68.172119140625,7.829461097717285,72.75969696044922,50.44984436035156,1.102996230125427,31.65399932861328,0.1910071223974228,68.34600067138672,1.528212666511536,7
Turkey,792,TUR,640,792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,6,3,3.5833333,7,3.5833333,7,4,4,2,23,13,66,3,30,16,27,33,76,3,0.2727272808551788,NA,0.2199999988079071,0.1321100890636444,0.1955307275056839,0.2307692319154739,8,42,18,0.1453744471073151,0.1204819306731224,0.4300000071525574,0.4199999868869781,0.6100000143051147,0.1099999994039536,3.413972854614258,0.3499999940395355,0.4000000059604645,0.4099999964237213,0.4000000059604645,0.3600000143051147,0.4300000071525574,0.3799999952316284,0.4000000059604645,0.4000000059604645,0.4199999868869781,NA,NA,0.3799999952316284,0.3199999928474426,0.4699999988079071,0.4300000071525574,0.3300000131130219,0.4199999868869781,0.3899999856948853,0.3899999856948853,3.158436298370361,0.6000000238418579,0.119999997317791,3.106476306915283,3.171890735626221,3.58271861076355,2.682353019714355,2.898117303848267,3.20582127571106,3.892779111862183,3.479865789413452,2.948275804519653,3.09235668182373,0.6399999856948853,0.1299999952316284,0.6200000047683716,0.119999997317791,0.7559999823570251,0.1209999993443489,0.164000004529953,0.6150000095367432,0.3970000147819519,0.2140000015497208,2.964999914169312,1.373999953269958,1.60099995136261,0.7080000042915344,1.225000023841858,-1.13100004196167,1.33899998664856,0.4720000028610229,1.758000016212463,0.2249999940395355,0.4410000145435333,1.078999996185303,0.531000018119812,0.2290000021457672,0.414000004529953,0.675000011920929,1.289999961853027,NA,NA,NA,67.5999984741211,64.4000015258789,66,1,4.400000095367432,2.700000047683716,9.600000381469727,10.89999961853027,10.30000019073486,79.4000015258789,73.30000305175781,76.4000015258789,18,71,138,104,12.30000019073486,NA,65,70,3.200000047683716,11.30000019073486,7.199999809265137,3.183831453323364,1888935739392,41.90000152587891,1922659.5,7,7,79821728,25.32426834106445,66.62572479248047,8.050007820129395,103.7144165039063,50.75214004516602,1.632250666618347,25.86599922180176,-0.3695403933525085,74.134002685546875,2.340230941772461,-4
Turkmenistan,795,TKM,701,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,1,0,0.5,3,0.5,0,7,0,3,NA,NA,NA,NA,NA,30,30,38,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9399999976158142,0.0379999987781048,0.0829999968409538,0.2689999938011169,0.3149999976158142,0.0989999994635582,0.8939999938011169,0.1459999978542328,0.3170000016689301,0.9340000152587891,0.5690000057220459,-2.29800009727478,0.6179999709129333,0.5170000195503235,1.35099995136261,0.034000001847744,0.0810000002384186,0.1030000001192093,0.0970000028610229,0.0399999991059303,0.1490000039339066,0.9419999718666077,3.430000066757202,89,93,97,64.0999984741211,58.70000076293945,61.40000152587891,1.899999976158142,6.599999904632568,4.199999809265137,36,47.40000152587891,41.79999923706055,71.69999694824219,64.69999694824219,68.19999694824219,8,131,253,191,14.5,NA,NA,NA,3.700000047683716,11,7.199999809265137,6.199999809265137,88609603584,NA,127472.52,3,5,5662372,30.82826805114746,65.01405334472656,4.15767765045166,12.04939460754395,50.76113891601563,1.729432940483093,49.27199935913086,0.8987334370613098,50.72800064086914,2.542950391769409,-8
