year,state,male_officer,male_civilian,female_officer,female_civilian
1960,AK,110,28,0,0
1960,AL,1815,208,0,0
1960,AR,731,49,0,0
1960,AS,0,0,0,0
1960,AZ,1066,158,0,0
1960,CA,15949,2985,0,0
1960,CO,1332,205,0,0
1960,CT,3598,424,0,0
1960,CZ,0,0,0,0
1960,DC,2540,203,0,0
1960,DE,456,95,0,0
1960,FL,4028,835,0,0
1960,FS,0,0,0,0
1960,GA,2271,207,0,0
1960,GM,0,0,0,0
1960,HI,701,114,0,0
1960,IA,1412,173,0,0
1960,ID,364,45,0,0
1960,IL,13940,2111,0,0
1960,IN,3632,307,0,0
1960,KS,1212,211,0,0
1960,KY,1450,157,0,0
1960,LA,1763,155,0,0
1960,MA,8635,547,0,0
1960,MD,3407,691,0,0
1960,ME,793,89,0,0
1960,MI,8359,859,0,0
1960,MN,2095,157,0,0
1960,MO,4093,926,0,0
1960,MP,0,0,0,0
1960,MS,807,88,0,0
1960,MT,352,42,0,0
1960,NB,831,114,0,0
1960,NC,2482,227,0,0
1960,ND,261,21,0,0
1960,NH,442,24,0,0
1960,NJ,8991,814,0,0
1960,NM,620,105,0,0
1960,NV,319,57,0,0
1960,NY,31137,1833,0,0
1960,OH,8322,902,0,0
1960,OK,1536,150,0,0
1960,OR,1267,216,0,0
1960,OT,0,0,0,0
1960,PA,11666,1053,0,0
1960,PR,0,0,0,0
1960,RI,1279,104,0,0
1960,SC,1172,115,0,0
1960,SD,285,33,0,0
1960,TN,1896,242,0,0
1960,TX,7184,1218,0,0
1960,UT,531,67,0,0
1960,VA,2391,237,0,0
1960,VI,0,0,0,0
1960,VT,289,57,0,0
1960,WA,2083,255,0,0
1960,WI,3884,238,0,0
1960,WV,964,133,0,0
1960,WY,212,57,0,0
1961,AK,204,65,0,0
1961,AL,1875,248,0,0
1961,AR,546,57,0,0
1961,AS,0,0,0,0
1961,AZ,834,95,0,0
1961,CA,22132,4595,0,0
1961,CO,1594,223,0,0
1961,CT,3796,402,0,0
1961,CZ,0,0,0,0
1961,DC,2809,201,0,0
1961,DE,429,71,0,0
1961,FL,4784,1155,0,0
1961,FS,0,0,0,0
1961,GA,2201,192,0,0
1961,GM,0,0,0,0
1961,HI,613,108,0,0
1961,IA,1391,193,0,0
1961,ID,520,57,0,0
1961,IL,4324,441,0,0
1961,IN,3916,351,0,0
1961,KS,1589,272,0,0
1961,KY,1287,150,0,0
1961,LA,2283,219,0,0
1961,MA,8641,516,0,0
1961,MD,3538,358,0,0
1961,ME,794,126,0,0
1961,MI,6226,831,0,0
1961,MN,2368,189,0,0
1961,MO,4167,907,0,0
1961,MP,0,0,0,0
1961,MS,732,114,0,0
1961,MT,470,47,0,0
1961,NB,925,139,0,0
1961,NC,2649,223,0,0
1961,ND,334,27,0,0
1961,NH,356,12,0,0
1961,NJ,10170,919,0,0
1961,NM,659,115,0,0
1961,NV,529,76,0,0
1961,NY,35148,1938,0,0
1961,OH,8889,1070,0,0
1961,OK,1297,72,0,0
1961,OR,1610,254,0,0
1961,OT,0,0,0,0
1961,PA,11227,985,0,0
1961,PR,0,0,0,0
1961,RI,1333,103,0,0
1961,SC,1041,119,0,0
1961,SD,281,34,0,0
1961,TN,1912,257,0,0
1961,TX,7382,1180,0,0
1961,UT,462,78,0,0
1961,VA,3190,529,0,0
1961,VI,0,0,0,0
1961,VT,162,9,0,0
1961,WA,2440,282,0,0
1961,WI,4379,297,0,0
1961,WV,757,118,0,0
1961,WY,271,67,0,0
1962,AK,123,64,0,0
1962,AL,1540,204,0,0
1962,AR,613,50,0,0
1962,AS,0,0,0,0
1962,AZ,1453,189,0,0
1962,CA,22932,4998,0,0
1962,CO,1644,259,0,0
1962,CT,3398,207,0,0
1962,CZ,0,0,0,0
1962,DC,3064,299,0,0
1962,DE,478,77,0,0
1962,FL,5333,1431,0,0
1962,FS,0,0,0,0
1962,GA,1910,207,0,0
1962,GM,0,0,0,0
1962,HI,649,111,0,0
1962,IA,1662,248,0,0
1962,ID,510,52,0,0
1962,IL,15042,1690,0,0
1962,IN,3803,329,0,0
1962,KS,1722,272,0,0
1962,KY,1610,197,0,0
1962,LA,2115,172,0,0
1962,MA,8139,493,0,0
1962,MD,4691,504,0,0
1962,ME,847,101,0,0
1962,MI,10835,1329,0,0
1962,MN,2693,216,0,0
1962,MO,4307,923,0,0
1962,MP,0,0,0,0
1962,MS,595,84,0,0
1962,MT,485,50,0,0
1962,NB,893,150,0,0
1962,NC,2723,235,0,0
1962,ND,353,26,0,0
1962,NH,448,23,0,0
1962,NJ,9758,689,0,0
1962,NM,673,123,0,0
1962,NV,451,87,0,0
1962,NY,36426,2232,0,0
1962,OH,8755,1082,0,0
1962,OK,1463,180,0,0
1962,OR,1469,236,0,0
1962,OT,0,0,0,0
1962,PA,11356,1026,0,0
1962,PR,0,0,0,0
1962,RI,1083,94,0,0
1962,SC,1031,113,0,0
1962,SD,301,28,0,0
1962,TN,1839,254,0,0
1962,TX,7550,1201,0,0
1962,UT,530,73,0,0
1962,VA,2873,331,0,0
1962,VI,0,0,0,0
1962,VT,166,6,0,0
1962,WA,2611,300,0,0
1962,WI,4619,322,0,0
1962,WV,453,47,0,0
1962,WY,278,91,0,0
1963,AK,116,29,0,0
1963,AL,1648,268,0,0
1963,AR,630,69,0,0
1963,AS,0,0,0,0
1963,AZ,1561,221,0,0
1963,CA,20731,4190,0,0
1963,CO,1802,294,0,0
1963,CT,3407,221,0,0
1963,CZ,0,0,0,0
1963,DC,2941,219,0,0
1963,DE,292,41,0,0
1963,FL,5603,1524,0,0
1963,FS,0,0,0,0
1963,GA,2465,257,0,0
1963,GM,0,0,0,0
1963,HI,462,28,0,0
1963,IA,1580,242,0,0
1963,ID,518,69,0,0
1963,IL,4593,518,0,0
1963,IN,3711,361,0,0
1963,KS,1357,181,0,0
1963,KY,1703,195,0,0
1963,LA,2352,224,0,0
1963,MA,8275,495,0,0
1963,MD,4905,496,0,0
1963,ME,623,59,0,0
1963,MI,9439,954,0,0
1963,MN,2859,244,0,0
1963,MO,4388,931,0,0
1963,MP,0,0,0,0
1963,MS,660,90,0,0
1963,MT,610,78,0,0
1963,NB,963,168,0,0
1963,NC,2815,235,0,0
1963,ND,396,35,0,0
1963,NH,421,23,0,0
1963,NJ,9831,773,0,0
1963,NM,736,131,0,0
1963,NV,673,98,0,0
1963,NY,40407,2123,0,0
1963,OH,8587,1058,0,0
1963,OK,1580,180,0,0
1963,OR,1794,276,0,0
1963,OT,0,0,0,0
1963,PA,11256,1017,0,0
1963,PR,0,0,0,0
1963,RI,1074,92,0,0
1963,SC,1040,110,0,0
1963,SD,367,32,0,0
1963,TN,2219,353,0,0
1963,TX,7551,1217,0,0
1963,UT,548,71,0,0
1963,VA,3078,314,0,0
1963,VI,0,0,0,0
1963,VT,156,7,0,0
1963,WA,2877,367,0,0
1963,WI,4653,332,0,0
1963,WV,438,38,0,0
1963,WY,288,64,0,0
1964,AK,209,33,0,0
1964,AL,1556,261,0,0
1964,AR,649,60,0,0
1964,AS,0,0,0,0
1964,AZ,1962,249,0,0
1964,CA,19422,4059,0,0
1964,CO,1796,282,0,0
1964,CT,3163,180,0,0
1964,CZ,0,0,0,0
1964,DC,2884,229,0,0
1964,DE,296,39,0,0
1964,FL,5832,1674,0,0
1964,FS,0,0,0,0
1964,GA,2240,242,0,0
1964,GM,0,0,0,0
1964,HI,828,131,0,0
1964,IA,1645,272,0,0
1964,ID,542,71,0,0
1964,IL,4539,536,0,0
1964,IN,3965,396,0,0
1964,KS,1455,221,0,0
1964,KY,1772,225,0,0
1964,LA,2416,272,0,0
1964,MA,8226,484,0,0
1964,MD,4783,530,0,0
1964,ME,602,84,0,0
1964,MI,9743,1077,0,0
1964,MN,2889,254,0,0
1964,MO,4446,1007,0,0
1964,MP,0,0,0,0
1964,MS,675,104,0,0
1964,MT,575,65,0,0
1964,NB,931,160,0,0
1964,NC,2865,237,0,0
1964,ND,371,32,0,0
1964,NH,463,26,0,0
1964,NJ,9956,840,0,0
1964,NM,671,111,0,0
1964,NV,848,123,0,0
1964,NY,38231,2330,0,0
1964,OH,9036,1084,0,0
1964,OK,1645,178,0,0
1964,OR,1862,289,0,0
1964,OT,0,0,0,0
1964,PA,11864,1149,0,0
1964,PR,0,0,0,0
1964,RI,1241,121,0,0
1964,SC,949,103,0,0
1964,SD,359,41,0,0
1964,TN,2104,288,0,0
1964,TX,8102,1256,0,0
1964,UT,511,94,0,0
1964,VA,3154,377,0,0
1964,VI,0,0,0,0
1964,VT,160,12,0,0
1964,WA,2801,365,0,0
1964,WI,4880,393,0,0
1964,WV,554,59,0,0
1964,WY,277,58,0,0
1965,AK,123,45,0,0
1965,AL,2045,306,0,0
1965,AR,735,64,0,0
1965,AS,0,0,0,0
1965,AZ,1860,258,0,0
1965,CA,24552,6246,0,0
1965,CO,1887,305,0,0
1965,CT,3675,230,0,0
1965,CZ,0,0,0,0
1965,DC,2911,248,0,0
1965,DE,301,39,0,0
1965,FL,4870,1148,0,0
1965,FS,0,0,0,0
1965,GA,2262,238,0,0
1965,GM,0,0,0,0
1965,HI,1157,148,0,0
1965,IA,1747,263,0,0
1965,ID,561,71,0,0
1965,IL,15268,2166,0,0
1965,IN,4156,412,0,0
1965,KS,1859,302,0,0
1965,KY,1710,224,0,0
1965,LA,3226,449,0,0
1965,MA,8665,518,0,0
1965,MD,5378,653,0,0
1965,ME,644,57,0,0
1965,MI,9965,1136,0,0
1965,MN,2973,266,0,0
1965,MO,4719,1085,0,0
1965,MP,0,0,0,0
1965,MS,759,107,0,0
1965,MT,545,57,0,0
1965,NB,953,163,0,0
1965,NC,2624,191,0,0
1965,ND,400,37,0,0
1965,NH,452,23,0,0
1965,NJ,10560,845,0,0
1965,NM,822,132,0,0
1965,NV,830,130,0,0
1965,NY,39681,2911,0,0
1965,OH,9511,1161,0,0
1965,OK,1534,189,0,0
1965,OR,1924,334,0,0
1965,OT,0,0,0,0
1965,PA,13281,1120,0,0
1965,PR,0,0,0,0
1965,RI,1304,124,0,0
1965,SC,946,104,0,0
1965,SD,322,47,0,0
1965,TN,2627,488,0,0
1965,TX,8807,1407,0,0
1965,UT,706,124,0,0
1965,VA,3199,371,0,0
1965,VI,0,0,0,0
1965,VT,130,9,0,0
1965,WA,2701,346,0,0
1965,WI,5246,377,0,0
1965,WV,508,43,0,0
1965,WY,308,75,0,0
1966,AK,156,38,0,0
1966,AL,2107,347,0,0
1966,AR,715,56,0,0
1966,AS,0,0,0,0
1966,AZ,1802,325,0,0
1966,CA,26558,7003,0,0
1966,CO,1825,284,0,0
1966,CT,3442,202,0,0
1966,CZ,0,0,0,0
1966,DC,0,0,0,0
1966,DE,307,38,0,0
1966,FL,6337,1662,0,0
1966,FS,0,0,0,0
1966,GA,2311,256,0,0
1966,GM,0,0,0,0
1966,HI,1246,152,0,0
1966,IA,1787,303,0,0
1966,ID,562,79,0,0
1966,IL,15908,2194,0,0
1966,IN,4193,444,0,0
1966,KS,1982,334,0,0
1966,KY,1575,214,0,0
1966,LA,1793,311,0,0
1966,MA,8477,495,0,0
1966,MD,2001,271,0,0
1966,ME,591,51,0,0
1966,MI,10004,1182,0,0
1966,MN,3037,286,0,0
1966,MO,4848,1124,0,0
1966,MP,0,0,0,0
1966,MS,800,122,0,0
1966,MT,537,76,0,0
1966,NB,1078,162,0,0
1966,NC,3051,257,0,0
1966,ND,398,37,0,0
1966,NH,443,21,0,0
1966,NJ,10314,852,0,0
1966,NM,812,157,0,0
1966,NV,810,181,0,0
1966,NY,40668,3121,0,0
1966,OH,9565,1237,0,0
1966,OK,1669,182,0,0
1966,OR,2044,366,0,0
1966,OT,0,0,0,0
1966,PA,13575,1225,0,0
1966,PR,0,0,0,0
1966,RI,1272,122,0,0
1966,SC,1023,117,0,0
1966,SD,339,53,0,0
1966,TN,2419,468,0,0
1966,TX,8985,1462,0,0
1966,UT,699,158,0,0
1966,VA,3406,422,0,0
1966,VI,0,0,0,0
1966,VT,150,16,0,0
1966,WA,2922,378,0,0
1966,WI,5326,415,0,0
1966,WV,480,49,0,0
1966,WY,276,74,0,0
1967,AK,150,44,0,0
1967,AL,2009,364,0,0
1967,AR,779,85,0,0
1967,AS,0,0,0,0
1967,AZ,1921,371,0,0
1967,CA,26788,7048,0,0
1967,CO,2165,324,0,0
1967,CT,3833,260,0,0
1967,CZ,0,0,0,0
1967,DC,2726,347,0,0
1967,DE,330,45,0,0
1967,FL,7356,1779,0,0
1967,FS,0,0,0,0
1967,GA,2643,275,0,0
1967,GM,0,0,0,0
1967,HI,1350,199,0,0
1967,IA,1817,320,0,0
1967,ID,555,83,0,0
1967,IL,16729,2325,0,0
1967,IN,4257,459,0,0
1967,KS,2064,440,0,0
1967,KY,1723,255,0,0
1967,LA,3028,455,0,0
1967,MA,9271,549,0,0
1967,MD,5668,786,0,0
1967,ME,606,58,0,0
1967,MI,10400,1272,0,0
1967,MN,3235,285,0,0
1967,MO,5121,1204,0,0
1967,MP,0,0,0,0
1967,MS,875,142,0,0
1967,MT,604,110,0,0
1967,NB,1187,206,0,0
1967,NC,3298,335,0,0
1967,ND,442,45,0,0
1967,NH,478,31,0,0
1967,NJ,10128,1024,0,0
1967,NM,879,213,0,0
1967,NV,893,203,0,0
1967,NY,38385,3904,0,0
1967,OH,10380,1411,0,0
1967,OK,2066,250,0,0
1967,OR,2157,383,0,0
1967,OT,0,0,0,0
1967,PA,13898,1298,0,0
1967,PR,0,0,0,0
1967,RI,1167,126,0,0
1967,SC,1103,133,0,0
1967,SD,406,64,0,0
1967,TN,2698,492,0,0
1967,TX,8912,1568,0,0
1967,UT,718,170,0,0
1967,VA,3676,462,0,0
1967,VI,0,0,0,0
1967,VT,140,18,0,0
1967,WA,3058,383,0,0
1967,WI,5371,401,0,0
1967,WV,564,54,0,0
1967,WY,300,94,0,0
1968,AK,150,41,0,0
1968,AL,1782,244,0,0
1968,AR,890,87,0,0
1968,AS,0,0,0,0
1968,AZ,2252,398,0,0
1968,CA,23464,5939,0,0
1968,CO,2384,327,0,0
1968,CT,3803,267,0,0
1968,CZ,0,0,0,0
1968,DC,3220,460,0,0
1968,DE,349,33,0,0
1968,FL,7087,1959,0,0
1968,FS,0,0,0,0
1968,GA,2617,279,0,0
1968,GM,0,0,0,0
1968,HI,1255,229,0,0
1968,IA,1957,336,0,0
1968,ID,586,107,0,0
1968,IL,5665,924,0,0
1968,IN,4458,491,0,0
1968,KS,2114,449,0,0
1968,KY,1622,284,0,0
1968,LA,3714,580,0,0
1968,MA,9646,605,0,0
1968,MD,5880,823,0,0
1968,ME,667,63,0,0
1968,MI,11078,1272,0,0
1968,MN,3527,357,0,0
1968,MO,5194,1226,0,0
1968,MP,0,0,0,0
1968,MS,946,187,0,0
1968,MT,604,111,0,0
1968,NB,1080,189,0,0
1968,NC,3100,290,0,0
1968,ND,432,48,0,0
1968,NH,492,30,0,0
1968,NJ,12809,1163,0,0
1968,NM,906,251,0,0
1968,NV,819,176,0,0
1968,NY,44440,5514,0,0
1968,OH,10694,1345,0,0
1968,OK,1881,246,0,0
1968,OR,2406,432,0,0
1968,OT,0,0,0,0
1968,PA,14182,1301,0,0
1968,PR,0,0,0,0
1968,RI,1225,130,0,0
1968,SC,1403,164,0,0
1968,SD,405,57,0,0
1968,TN,3072,538,0,0
1968,TX,9137,1720,0,0
1968,UT,751,184,0,0
1968,VA,3635,503,0,0
1968,VI,0,0,0,0
1968,VT,148,22,0,0
1968,WA,3293,451,0,0
1968,WI,5817,567,0,0
1968,WV,481,45,0,0
1968,WY,334,97,0,0
1969,AK,160,40,0,0
1969,AL,1890,341,0,0
1969,AR,931,64,0,0
1969,AS,0,0,0,0
1969,AZ,2323,462,0,0
1969,CA,24215,6187,0,0
1969,CO,2313,385,0,0
1969,CT,4094,336,0,0
1969,CZ,0,0,0,0
1969,DC,3868,675,0,0
