year,state,index_total,index_per100k,violent_total,violent_per100k,property_total,property_per100k,murder_total,murder_per100k,forcible_rape_total,forcible_rape_per100k,robbery_total,robbery_per100k,aggravated_assault_total,aggravated_assault_per100k,burglary_total,burglary_per100k,larceny_theft_total,larceny_theft_per100k,vehicle_theft_total,vehicle_theft_per100k
2004-01-01,MA,187639,2918.5,29489,458.8,158150,2459.7,171,26,1794,28,7484,116.4,20040,311.7,34497,537.2,101605,1578.8,22048,343.7
2005-01-01,MA,180362,2820.2,29644,460.8,151727,2358.4,178,28,1751,27.2,7837,121.8,19878,309,34728,539.8,98079,1524.5,18920,294.1
2006-01-01,MA,181688,2738,28775,447,153913,2391,186,29,1742,27.1,8047,125,18800,292.1,35181,546.5,100771,1565.4,17961,279
2007-01-01,MA,181058,2622,27832,431.5,154246,2391.5,184,29,1634,25.3,7006,108.6,19008,294.7,35662,552.9,103592,1606.1,14992,232.4
2008-01-01,MA,185971,2842.1,29888,456.8,156083,2385.3,167,26,1744,26.7,7071,108.1,20906,319.5,36260,554.1,107048,1635.9,12775,195.2
2009-01-01,MA,183681,2785.7,30503,462.6,153178,2323.1,173,26,1734,26.3,7467,113.2,21129,320.4,34515,523.5,106799,1619.7,11864,179.9
2010-01-01,MA,185233,2825.7,30737,468.9,154496,2356.8,214,33,1784,27.2,6897,105.2,21842,333.2,37903,578.2,105124,1603.6,11469,175
2011-01-01,MA,177061,2679.9,28232,427.3,148829,2252.6,184,28,1654,25,6768,102.4,19626,297,36403,551,101644,1538.4,10782,163.2
2012-01-01,MA,170372,2563.8,27047,407,143325,2156.8,121,18,1650,24.8,6555,98.6,18721,281.7,34635,521.2,99453,1496.6,9237,139
2013-01-01,MA,164538,2452.6,27264,406.4,137274,2046.2,138,21,1722,25.7,6705,99.9,18118,270.1,30716,457.8,97437,1452.4,9121,136
2014-01-01,MA,152170,2252.7,26689,395.1,125481,1857.6,133,20,1625,24.1,6077,90,18277,270.6,24951,369.4,92226,1365.3,8304,122.9
2015-01-01,MA,141000,2078.3,26453,389.9,114547,1688.4,131,19,1538,22.7,5266,77.6,18974,279.7,21826,321.7,84676,1248.1,8045,118.6
2016-01-01,MA,132016,1938,25677,376.9,106339,1561.1,134,20,1592,23.4,5365,78.8,18050,265,19193,281.8,79088,1161,8058,118.3
2017-01-01,MA,122295,1781.9,24318,354.3,97977,1427.6,172,25,2199,320,4874,71,17073,248.8,16916,246.5,73573,1072,7488,109.1
2018-01-01,MA,110533,1601.4,23337,338.1,87196,1263.3,136,20,2410,34.9,4143,60,16648,241.2,13862,200.8,66728,966.8,6606,95.7
1960-01-01,MI,208035,2659.2,17034,217.7,191001,2441.5,353,45,1135,14.5,7330,93.7,8216,105,56724,725.1,120237,1536.9,14040,179.5
1961-01-01,MI,214129,2692.1,16499,207.4,197630,2484.7,326,41,1092,13.7,6441,81,8640,108.6,57647,724.8,125964,1583.7,14019,176.3
1962-01-01,MI,222179,2780.4,18106,226.6,204073,2553.8,275,34,1133,14.2,7710,96.5,8988,112.5,57641,721.3,130499,1633.1,15933,199.4
1963-01-01,MI,241553,2976.3,18478,227.7,223075,2748.6,283,35,1220,15,8393,103.4,8582,105.7,58884,725.5,145863,1797.2,18328,225.8
1964-01-01,MI,258262,3189.2,21153,261.2,237109,2928,284,35,1603,19.8,9155,113.1,10111,124.9,63956,789.8,151910,1875.9,21243,262.3
1965-01-01,MI,272749,3318.9,24459,297.6,248290,3021.3,378,46,1970,24,10853,132.1,11258,137,71289,867.5,150410,1830.3,26591,323.6
1966-01-01,MI,310531,3708.3,27806,332.1,282725,3376.2,415,50,2358,28.2,12992,155.1,12041,143.8,82403,984,170722,2038.7,29600,353.5
1967-01-01,MI,348685,4062,33390,389,315295,3673.1,560,65,2282,26.6,16188,188.6,14360,167.3,99624,1160.6,182277,2123.5,33394,389
1968-01-01,MI,364509,4170.6,37292,426.7,327217,3743.9,669,77,2732,31.3,18315,209.6,15576,178.2,101664,1163.2,187952,2150.5,37601,430.2
1969-01-01,MI,421133,4804.2,44048,502.5,377085,4301.7,770,88,2832,32.3,23238,265.1,17208,196.3,115315,1315.5,217834,2485,43936,501.2
1970-01-01,MI,488790,5507.4,51090,575.7,437700,4931.8,831,94,2402,27.1,30758,346.6,17099,192.7,139398,1570.7,257118,2897.1,41184,464
1971-01-01,MI,514197,5715.2,51697,574.6,462500,5140.6,942,10.5,2404,26.7,29703,330.1,18648,207.3,151756,1686.7,265951,2956,44793,497.9
1972-01-01,MI,487118,5363.6,50425,555.2,436693,4808.3,999,11,2657,29.3,26276,289.3,20493,225.6,143709,1582.3,249940,2752,43044,473.9
1973-01-01,MI,496459,5489.4,52921,585.2,443538,4904.2,1096,12.1,3173,35.1,25569,282.7,23083,255.2,143311,1584.6,250638,2771.3,49589,548.3
1974-01-01,MI,593153,6519.6,59993,659.4,533160,5860.2,1186,13,3377,37.1,30679,337.2,24751,272,173215,1903.9,303110,3331.6,56835,624.7
1975-01-01,MI,622707,6800.3,62792,685.7,559915,6114.6,1086,11.9,3488,38.1,32334,353.1,25884,282.7,173231,1891.8,327174,3572.9,59510,649.9
1976-01-01,MI,589779,6478.2,58814,646,530965,5832.2,1014,11.1,3287,36.1,30284,332.6,24229,266.1,151901,1668.5,323243,3550.6,55821,613.1
1977-01-01,MI,530577,5812,53381,584.7,477196,5227.3,853,93,3555,38.9,23905,261.9,25068,274.6,139006,1522.7,288387,3159,49803,545.5
1978-01-01,MI,514042,5594.1,53040,577.2,461002,5016.9,972,10.6,3636,39.6,20153,219.3,28279,307.7,132716,1444.3,279958,3046.7,48328,525.9
1979-01-01,MI,566015,6147,56558,614.2,509457,5532.8,834,91,4100,44.5,20218,219.6,31406,341.1,138806,1507.5,315211,3423.2,55440,602.1
1980-01-01,MI,616065,6675.9,59014,639.5,557051,6036.4,940,10.2,4304,46.6,22519,244,31251,338.6,160688,1741.3,342384,3710.2,53979,584.9
1981-01-01,MI,630640,6854,59058,641.9,571582,6212.2,861,94,4366,47.5,23688,257.5,30143,327.6,171331,1862.1,341805,3714.9,58446,635.2
1982-01-01,MI,618001,6784.5,59806,656.6,558195,6128,827,91,4246,46.6,24699,271.1,30034,329.7,165155,1813.1,330031,3623.1,63009,691.7
1983-01-01,MI,587443,6477.5,64993,716.7,522450,5760.8,910,10,5085,56.1,25873,285.3,33125,365.3,153438,1691.9,302118,3331.3,66894,737.6
1984-01-01,MI,594958,6556,68979,760.1,525979,5795.9,879,97,5880,64.8,27832,306.7,34388,378.9,149209,1644.2,298192,3285.9,78578,865.9
1985-01-01,MI,578566,6366.3,66714,734.1,511852,5632.2,1018,11.2,6140,67.6,26572,292.4,32984,362.9,138792,1527.2,297827,3277.1,75233,827.8
1986-01-01,MI,593644,6491.5,73517,803.9,520127,5687.6,1032,11.3,6167,67.4,27550,301.3,38768,423.9,138040,1509.5,308894,3377.7,73193,800.4
1987-01-01,MI,594026,6456.8,71772,780.1,522254,5676.7,1124,12.2,6184,67.2,25442,276.5,39022,424.2,133602,1452.2,319470,3472.5,69182,752
1988-01-01,MI,565847,6084.4,68980,741.7,496867,5342.7,1009,10.8,6462,69.5,22424,241.1,39085,420.3,122254,1314.6,305693,3287,68920,741.1
1989-01-01,MI,553442,5968.3,65760,709.2,487682,5259.2,993,10.7,6624,71.4,20616,222.3,37527,404.7,113579,1224.8,307096,3311.7,67007,722.6
1990-01-01,MI,557232,5994.8,73468,790.4,483764,5204.4,971,10.4,7209,77.6,21752,234,43536,468.4,106275,1143.3,311153,3347.4,66336,713.7
1991-01-01,MI,575013,6138.1,75232,803.1,499781,5335,1009,10.8,7372,78.7,22790,243.3,44061,470.3,111126,1186.2,324985,3469.1,63670,679.7
1992-01-01,MI,529472,5610.6,72672,770.1,456800,4840.5,938,99,7550,80,20902,221.5,43282,458.6,98257,1041.2,299486,3173.5,59057,625.8
1993-01-01,MI,516788,5452.5,75021,791.5,441767,4661,933,98,6740,71.1,22601,238.5,44747,472.1,93143,982.7,290333,3063.2,58291,615
1994-01-01,MI,517076,5445.2,72751,766.1,444325,4679.1,927,98,6720,70.8,21733,228.9,43371,456.7,91849,967.2,290172,3055.7,62304,656.1
1995-01-01,MI,494903,5182.8,65680,687.8,429223,4495,808,85,5917,62,17885,187.3,41070,430.1,86872,909.7,280712,2939.7,61639,645.5
1996-01-01,MI,490971,5117.5,60951,635.3,430020,4482.2,722,75,5466,57,16907,176.2,37856,394.6,85908,895.4,276909,2886.3,67203,700.5
1997-01-01,MI,480579,4916.9,57663,590,422916,4326.9,759,78,5070,51.9,14934,152.8,36900,377.5,80726,825.9,276863,2832.6,65327,668.4
1998-01-01,MI,459720,4682.9,60947,620.8,398773,4062.1,721,73,4946,50.4,15293,155.8,39987,407.3,82249,837.8,258186,2630,58338,594.3
1999-01-01,MI,426596,4324.9,56709,574.9,369887,3750,695,70,4849,49.2,14103,143,37062,375.7,76736,778,236351,2396.2,56800,575.8
2000-01-01,MI,408456,4109.9,55159,555,353297,3554.9,669,67,5025,50.6,13712,138,35753,359.7,69790,702.2,227783,2291.9,55724,560.7
2001-01-01,MI,407777,4075.2,55424,553.9,352353,3521.3,672,67,5264,52.6,12937,129.3,36551,365.3,72038,719.9,226708,2265.7,53607,535.7
2002-01-01,MI,389366,3876.9,54306,540.7,335060,3336.2,678,68,5364,53.4,11847,118,36417,362.6,70970,706.6,214367,2134.4,49723,495.1
2003-01-01,MI,382115,3789.9,51550,511.3,330565,3278.6,612,61,5470,54.3,11254,111.6,34214,339.3,68316,677.6,208538,2068.3,53711,532.7
2004-01-01,MI,359542,3558.3,49737,492.2,309805,3066.1,643,64,5482,54.3,11336,112.2,32276,319.4,64233,635.7,194988,1929.8,50584,500.6
2005-01-01,MI,368728,3651.5,55936,553.8,312892,3097.7,629,62,5199,51.5,13348,132.1,36760,363.9,70527,698.2,194090,1921.5,48275,477.9
2006-01-01,MI,380029,3775.2,56778,562.4,324351,3212.8,713,71,5269,52.2,14208,140.7,36588,362.4,76107,753.9,198227,1963.5,50017,495.4
2007-01-01,MI,362763,3601.7,53988,536,308775,3065.7,676,67,4579,45.5,13414,133.2,35319,350.7,75428,748.9,191196,1898.3,42151,418.5
2008-01-01,MI,346053,3459.7,51384,513.7,294669,2946,554,55,4486,44.8,13234,132.3,33110,331,74686,746.7,184268,1842.2,35715,357.1
2009-01-01,MI,333844,3348.6,49825,499.8,284019,2848.8,623,62,4524,45.4,12427,124.6,32251,323.5,76046,762.8,178628,1791.7,29345,294.3
2010-01-01,MI,320194,3241.8,48693,493,271501,2748.8,580,59,4733,47.9,11522,116.7,31858,322.5,74345,752.7,169748,1718.6,27408,277.5
2011-01-01,MI,295060,2987.4,43731,442.8,251329,2544.6,617,62,4344,44,10263,103.9,28507,288.6,69755,706.3,156666,1586.2,24908,252.2
2012-01-01,MI,294211,2977.1,44962,455,249249,2522.1,701,71,4635,46.9,10423,105.5,29203,295.5,65560,663.4,158609,1604.9,25080,253.8
2013-01-01,MI,274892,2777.2,44757,452.2,230135,2325,625,63,4506,45.5,10093,102,27254,275.3,56256,568.3,149794,1513.3,24085,243.3
2014-01-01,MI,245247,2473.1,42555,429.1,202692,2044,544,55,4500,45.4,8037,81,27610,278.4,44328,447,137142,1383,21222,214
2015-01-01,MI,232903,2348.4,41712,420.6,191191,1927.8,585,59,4782,48.2,7818,78.8,26599,268.2,40375,407.1,132019,1331.1,18797,189.5
2016-01-01,MI,235192,2368.9,45572,459,189620,1909.9,598,60,5114,51.5,7120,71.7,30729,309.5,39568,398.5,129876,1308.1,20176,203.2
2017-01-01,MI,224722,2252.5,44883,449.9,179839,1802.6,569,57,7110,71.3,6508,65.2,30696,307.7,35833,359.2,124410,1247,19596,196.4
2018-01-01,MI,210198,2102.9,44918,449.4,165280,1653.5,551,55,7690,76.9,5656,56.6,31021,310.3,31651,316.6,116178,1162.3,17451,174.6
1960-01-01,MN,50049,1466.1,1435,42,48614,1424,42,12,81,24,950,27.8,362,10.6,12645,370.4,31303,916.9,4666,136.7
1961-01-01,MN,50370,1451.6,1505,43.4,48865,1408.2,34,10,94,27,951,27.4,426,12.3,13225,381.1,30971,892.5,4669,134.6
1962-01-01,MN,53762,1547.1,1674,48.2,52088,1498.9,33,9,124,36,1028,29.6,489,14.1,13312,383.1,33781,972.1,4995,143.7
1963-01-01,MN,59392,1696.9,1983,56.7,57409,1640.3,41,12,91,26,1186,33.9,665,19,14160,404.6,38075,1087.9,5174,147.8
1964-01-01,MN,70398,1999.4,2601,73.9,67797,1925.5,51,14,157,45,1285,36.5,1108,31.5,18833,534.9,42580,1209.3,6384,181.3
1965-01-01,MN,71485,2011.4,3074,86.5,68411,1924.9,50,14,186,52,1433,40.3,1405,39.5,18853,530.5,42393,1192.8,7165,201.6
1966-01-01,MN,79893,2234.1,3691,103.2,76202,2130.9,79,22,261,73,1765,49.4,1586,44.4,20713,579.2,46683,1305.5,8806,246.3
1967-01-01,MN,92887,2593.2,4727,132,88160,2461.2,58,16,309,86,2402,67.1,1958,54.7,25233,704.4,52454,1464.4,10473,292.4
1968-01-01,MN,108041,2963.3,5111,140.2,102930,2823.1,81,22,398,10.9,2959,81.2,1673,45.9,29232,801.8,60897,1670.2,12801,351.1
1969-01-01,MN,113836,3076.6,5253,142,108583,2934.7,69,19,424,11.5,3016,81.5,1744,47.1,28836,779.4,65527,1771,14220,384.3
1970-01-01,MN,121796,3200.9,5782,152,116014,3048.9,75,20,369,97,3389,89.1,1949,51.2,30507,801.7,72354,1901.5,13153,345.7
1971-01-01,MN,137267,3536.9,5993,154.4,131274,3382.5,95,24,468,12.1,2987,77,2443,62.9,34219,881.7,83741,2157.7,13314,343.1
1972-01-01,MN,130674,3354.1,6798,174.5,123876,3179.6,95,24,571,14.7,3290,84.4,2842,72.9,36124,927.2,74612,1915.1,13140,337.3
1973-01-01,MN,137781,3535.6,6926,177.7,130855,3357.8,107,27,579,14.9,3455,88.7,2785,71.5,39610,1016.4,78122,2004.7,13123,336.7
1974-01-01,MN,153976,3931,8119,207.3,145857,3723.7,118,30,692,17.7,4079,104.1,3230,82.5,43939,1121.8,87280,2228.2,14638,373.7
1975-01-01,MN,168766,4298.7,8125,207,160641,4091.7,129,33,730,18.6,4069,103.6,3197,81.4,46842,1193.1,98784,2516.1,15015,382.5
1976-01-01,MN,171727,4331.1,7492,189,164235,4142.1,92,23,726,18.3,3189,80.4,3485,87.9,44493,1122.1,105978,2672.8,13764,347.1
1977-01-01,MN,168176,4230.8,7705,193.8,160471,4037,106,27,774,19.5,3413,85.9,3412,85.8,45103,1134.7,101731,2559.3,13637,343.1
1978-01-01,MN,166096,4144.1,7601,189.6,158495,3954.5,81,20,797,19.9,3411,85.1,3312,82.6,43837,1093.7,101646,2536.1,13012,324.7
1979-01-01,MN,178349,4392.8,8973,221,169376,4171.8,93,23,871,21.5,3754,92.5,4255,104.8,45183,1112.9,110827,2729.7,13366,329.2
1980-01-01,MN,194918,4799.5,9250,227.8,185668,4571.7,106,26,942,23.2,4025,99.1,4177,102.9,50602,1246,123050,3029.9,12016,295.9
1981-01-01,MN,193731,4736.7,9344,228.5,184387,4508.2,85,21,1056,25.8,4266,104.3,3937,96.3,52253,1277.6,121834,2978.8,10300,251.8
1982-01-01,MN,184110,4454.6,9062,219.3,175048,4235.4,95,23,938,22.7,4188,101.3,3841,92.9,48855,1182.1,116375,2815.8,9818,237.6
1983-01-01,MN,167177,4034.2,7909,190.9,159268,3843.3,69,17,927,22.4,3298,79.6,3615,87.2,44571,1075.6,106034,2558.7,8663,209
1984-01-01,MN,159884,3841.5,8802,211.5,151082,3630,74,18,1051,25.3,2960,71.1,4717,113.3,41242,990.9,101240,2432.5,8600,206.6
1985-01-01,MN,173348,4134.2,10751,256.4,162597,3877.8,88,21,1242,29.6,3598,85.8,5823,138.9,42663,1017.5,108954,2598.5,10980,261.9
1986-01-01,MN,183823,4362.2,11991,284.6,171832,4077.6,105,25,1338,31.8,4299,102,6249,148.3,42319,1004.2,117371,2785.3,12142,288.1
1987-01-01,MN,195986,4615.8,12118,285.4,183868,4330.4,112,26,1439,33.9,4354,102.5,6213,146.3,45384,1068.9,125686,2960.1,12798,301.4
1988-01-01,MN,185792,4314.7,12490,290.1,173302,4024.7,124,29,1337,31,4079,94.7,6950,161.4,39167,909.6,119526,2775.8,14609,339.3
1989-01-01,MN,190801,4383.2,12549,288.3,178252,4094.9,111,25,1363,31.3,4128,94.8,6947,159.6,39042,896.9,122673,2818.1,16537,379.9
1990-01-01,MN,198577,4538.8,13392,306.1,185185,4232.7,117,27,1487,34,4057,92.7,7731,176.7,39691,907.2,129500,2959.9,15994,365.6
1991-01-01,MN,199274,4496.3,14006,316,185268,4180.2,131,30,1762,39.8,4345,98,7768,175.3,37832,853.6,131330,2963.2,16106,363.4
1992-01-01,MN,205664,4590.7,15144,338,190520,4252.7,150,33,1840,41.1,4906,109.5,8248,184.1,39859,889.7,134750,3007.8,15911,355.2
1993-01-01,MN,198125,4386.2,14778,327.2,183347,4059,155,34,1588,35.2,5092,112.7,7943,175.8,38147,844.5,129727,2872,15473,342.6
1994-01-01,MN,198253,4341,16397,359,181856,3982,147,32,2725,59.7,5370,117.6,8155,178.6,36157,791.7,131344,2875.9,14355,314.3
1995-01-01,MN,207327,4497.3,16416,356.1,190911,4141.2,182,39,2593,56.2,5702,123.7,7939,172.2,36756,797.3,138414,3002.5,15741,341.5
1996-01-01,MN,207891,4463.1,15782,338.8,192109,4124.3,167,36,2327,50,5385,115.6,7903,169.7,35515,762.5,138671,2977.7,17923,384.8
1997-01-01,MN,206833,4413.8,15827,337.8,191006,4076.1,129,28,2446,52.2,5373,114.7,7879,168.1,35265,752.6,137872,2942.2,17869,381.3
1998-01-01,MN,191197,4046.5,14656,310.2,176541,3736.3,121,26,2358,49.9,4371,92.5,7806,165.2,32486,687.5,128689,2723.6,15366,325.2
1999-01-01,MN,171802,3597.6,13085,274,158717,3323.6,134,28,2038,42.7,3917,82,6996,146.5,27706,580.2,117736,2465.4,13275,278
2000-01-01,MN,171611,3488.4,13813,280.8,157798,3207.6,151,31,2240,45.5,3713,75.5,7709,156.7,26116,530.9,118250,2403.7,13432,273
2001-01-01,MN,178191,3574.9,13145,263.7,165046,3311.2,119,24,2236,44.9,3758,75.4,7032,141.1,25496,511.1,124519,2498.1,15031,301.6
2002-01-01,MN,177454,3531.5,13428,267.2,164026,3264.3,112,22,2273,45.2,3937,78.4,7106,141.4,28034,557.9,122150,2430.9,13842,275.5
2003-01-01,MN,170979,3376.2,13316,262.9,157663,3113.3,127,25,2092,41.3,3906,77.1,7191,142,27698,546.9,116216,2294.9,13749,271.5
2004-01-01,MN,168770,3311.4,13751,269.8,155019,3041.6,113,22,2123,41.7,4070,79.9,7445,146.1,28048,550.3,113453,2226.1,13518,265.2
2005-01-01,MN,173544,3384.1,15243,297.3,158301,3087.8,115,22,2258,44,4724,92.1,8146,158.9,29711,579.6,114304,2229.6,14281,278.6
2006-01-01,MN,175534,3391.5,16425,312,159119,3079.5,125,24,1947,37.7,5433,105.1,8920,172.6,30173,583.9,115567,2236.6,13379,258.9
2007-01-01,MN,172832,3324.3,15003,288.7,157829,3036.6,116,22,1873,36,4770,91.8,8244,158.6,29670,557.8,115633,2224.7,12526,241
2008-01-01,MN,162976,3115.9,13771,263.3,149205,2852.6,109,21,1805,34.5,4179,79.9,7678,146.8,26483,506.3,112579,2152.3,10143,193.9
2009-01-01,MN,152160,2889.4,12874,244.5,139286,2644.9,74,14,1789,34,3619,68.7,7392,140.4,25580,485.7,105160,1996.9,8546,162.3
2010-01-01,MN,148946,2804.7,12515,235.7,136431,2569,96,18,1798,33.9,3388,63.8,7233,136.2,24415,459.7,103429,1947.6,8587,161.7
2011-01-01,MN,148506,2777.3,12323,230.5,136183,2546.8,75,14,2113,39.5,3385,63.3,6750,126.2,25681,480.3,102354,1914.1,8148,152.4
2012-01-01,MN,150571,2799,12419,230.9,138152,2568.1,99,18,1638,30.4,3475,64.6,7207,134,25378,471.7,104316,1939.1,8458,157.2
2013-01-01,MN,143295,2643.6,12100,223.2,131195,2420.4,114,21,1403,25.9,3674,67.8,6909,127.5,22713,419,100516,1854.4,7966,147
2014-01-01,MN,137882,2526.6,12505,229.1,125377,2297.5,88,16,1448,26.5,3687,67.6,6729,123.3,20773,380.7,96237,1763.5,8367,153.3
2015-01-01,MN,135303,2467.9,13319,242.9,121984,2225,133,24,1679,30.6,3771,68.8,7094,129.4,19299,352,94704,1727.4,7981,145.6
2016-01-01,MN,131150,2375.9,13394,242.6,117756,2133.3,101,18,1731,31.4,3728,67.5,7217,130.7,18606,337.1,90422,1638.1,8728,158.1
2017-01-01,MN,135775,2438.5,13345,239.7,122430,2198.8,114,20,2405,43.2,3627,65.1,7199,129.3,18828,338.1,93602,1681,10000,179.6
2018-01-01,MN,124243,2214.2,12369,220.4,111874,1993.8,106,19,2462,43.9,2944,52.5,6857,122.2,16185,288.4,85561,1524.8,10128,180.5
1960-01-01,MS,15349,704.7,2236,102.7,13113,602,218,10,112,51,324,14.9,1582,72.6,4459,204.7,7603,349.1,1051,48.3
1961-01-01,MS,16216,732.1,2274,102.7,13942,629.4,229,10.3,129,58,345,15.6,1571,70.9,4703,212.3,7928,357.9,1311,59.2
1962-01-01,MS,16909,752.2,2079,92.5,14830,659.7,164,73,96,43,179,80,1640,73,5115,227.5,8481,377.3,1234,54.9
1963-01-01,MS,14904,650.8,1779,77.7,13125,573.1,164,72,98,43,191,83,1326,57.9,4259,186,7740,338,1126,49.2
1964-01-01,MS,21904,946.6,4118,178,17786,768.6,233,10.1,217,94,476,20.6,3192,137.9,6157,266.1,10359,447.7,1270,54.9
1965-01-01,MS,22681,977.2,3949,170.1,18732,807.1,207,89,160,69,334,14.4,3248,139.9,6626,285.5,10311,444.2,1795,77.3
1966-01-01,MS,20878,897.2,3504,150.6,17374,746.6,225,97,185,80,310,13.3,2784,119.6,5548,238.4,10438,448.6,1388,59.6
1967-01-01,MS,21136,900.2,2672,113.8,18464,786.4,204,87,130,55,248,10.6,2090,89,6053,257.8,11080,471.9,1331,56.7
1968-01-01,MS,25463,1087.2,3397,145,22066,942.2,232,99,179,76,310,13.2,2676,114.3,7348,313.7,13031,556.4,1687,72
1969-01-01,MS,25865,1094.6,3354,141.9,22511,952.6,192,81,215,91,345,14.6,2602,110.1,7479,316.5,13310,563.3,1722,72.9
1970-01-01,MS,28872,1302.4,3974,179.3,24898,1123.1,255,11.5,198,89,421,19,3100,139.8,7785,351.2,15376,693.6,1737,78.4
1971-01-01,MS,35627,1600.5,6151,276.3,29476,1324.2,328,14.7,305,13.7,799,35.9,4719,212,9900,444.7,17363,780,2213,99.4
1972-01-01,MS,40854,1805.3,7076,312.7,33778,1492.6,348,15.4,395,17.5,902,39.9,5431,240,12221,540,18829,832,2728,120.5
1973-01-01,MS,43939,1926.3,7734,339.1,36205,1587.2,368,16.1,389,17.1,1068,46.8,5909,259.1,13544,593.8,20066,879.7,2595,113.8
1974-01-01,MS,52271,2249.2,7782,334.9,44489,1914.3,299,12.9,405,17.4,1116,48,5962,256.5,17562,755.7,24042,1034.5,2885,124.1
1975-01-01,MS,56556,2410.7,7411,315.9,49145,2094.8,327,13.9,386,16.5,1280,54.6,5418,230.9,18398,784.2,27713,1181.3,3034,129.3
1976-01-01,MS,58104,2468.3,6954,295.4,51150,2172.9,294,12.5,384,16.3,1509,64.1,4767,202.5,19098,811.3,29176,1239.4,2876,122.2
1977-01-01,MS,61841,2588.6,6896,288.7,54945,2299.9,342,14.3,468,19.6,1569,65.7,4517,189.1,21873,915.6,29622,1239.9,3450,144.4
1978-01-01,MS,61419,2554.9,7721,321.2,53698,2233.7,302,12.6,525,21.8,1688,70.2,5206,216.6,20345,846.3,29703,1235.6,3650,151.8
1979-01-01,MS,71233,2960.6,7786,323.6,63447,2637,302,12.6,523,21.7,1702,70.7,5259,218.6,23428,973.7,36006,1496.5,4013,166.8
1980-01-01,MS,85822,3417.2,8588,341.9,77234,3075.2,365,14.5,619,24.6,2035,81,5569,221.7,29612,1179.1,43142,1717.8,4480,178.4
1981-01-01,MS,89495,3537.4,7706,304.6,81789,3232.8,319,12.6,658,26,2059,81.4,4670,184.6,29614,1170.5,47587,1880.9,4588,181.3
1982-01-01,MS,91137,3572.6,7515,294.6,83622,3278,358,14,675,26.5,1863,73,4619,181.1,30200,1183.8,49504,1940.6,3918,153.6
1983-01-01,MS,82995,3208.2,7255,280.4,75740,2927.7,290,11.2,616,23.8,1650,63.8,4699,181.6,26479,1023.5,45584,1762,3677,142.1
1984-01-01,MS,79495,3059.9,7326,282,72169,2777.9,252,97,715,27.5,1572,60.5,4787,184.3,25464,980.1,42952,1653.3,3753,144.5
1985-01-01,MS,85333,3265.7,7079,270.9,78254,2994.8,276,10.6,698,26.7,1635,62.6,4470,171.1,26701,1021.9,47478,1817,4075,156
1986-01-01,MS,87808,3345.1,7196,274.1,80612,3070.9,295,11.2,678,25.8,1697,64.6,4526,172.4,28242,1075.9,48430,1845,3940,150.1
1987-01-01,MS,90263,3438.6,7081,269.8,83182,3168.8,269,10.2,767,29.2,1496,57,4549,173.3,31537,1201.4,47433,1807,4212,160.5
1988-01-01,MS,94384,3592.8,8544,325.2,85840,3267.6,225,86,951,36.2,2028,77.2,5340,203.3,33651,1281,47818,1820.3,4371,166.4
1989-01-01,MS,92136,3515.3,8156,311.2,83980,3204.1,253,97,1017,38.8,2053,78.3,4833,184.4,30018,1145.3,49266,1879.7,4696,179.2
1990-01-01,MS,99561,3869.1,8758,340.4,90803,3528.8,313,12.2,1134,44.1,2217,86.2,5094,198,32196,1251.2,53266,2070,5341,207.6
1991-01-01,MS,109402,4220.8,10085,389.1,99317,3831.7,332,12.8,1199,46.3,3015,116.3,5539,213.7,34524,1331.9,57373,2213.5,7420,286.3
1992-01-01,MS,111944,4282.5,10763,411.7,101181,3870.7,320,12.2,1166,44.6,3254,124.5,6023,230.4,33533,1282.8,58851,2251.4,8797,336.5
1993-01-01,MS,116775,4418.3,11467,433.9,105308,3984.4,357,13.5,1125,42.6,3683,139.3,6302,238.4,33985,1285.8,62467,2363.5,8856,335.1
1994-01-01,MS,129101,4837.1,13177,493.7,115924,4343.3,409,15.3,1212,45.4,4336,162.5,7220,270.5,34493,1292.4,70621,2646,10810,405
1995-01-01,MS,121755,4514.5,13560,502.8,108195,4011.7,348,12.9,1054,39.1,3530,130.9,8628,319.9,30505,1131.1,67967,2520.1,9723,360.5
1996-01-01,MS,122842,4522.9,13261,488.3,109581,4034.6,301,11.1,981,36.1,3646,134.2,8333,306.8,30755,1132.4,69299,2551.5,9527,350.8
1997-01-01,MS,126452,4630.2,12808,469,113644,4161.3,358,13.1,1065,39,3741,137,7644,279.9,32429,1187.4,71887,2632.3,9328,341.6
1998-01-01,MS,120647,4384,11302,410.7,109345,3973.3,315,11.4,1026,37.3,3394,123.3,6567,238.6,31498,1144.5,68525,2490,9322,338.7
1999-01-01,MS,118231,4270.4,9671,349.3,108560,3921.1,213,77,1156,34.6,3091,121.2,5211,326.5,29109,884.4,65919,2737.3,13532,300.6
2000-01-01,MS,113911,4004.4,10267,360.9,103644,3643.5,255,90,1019,33.3,2703,128.2,6290,317.2,26918,906.9,69758,2864.8,6968,288
2001-01-01,MS,119615,4182.7,10006,349.9,109609,3832.8,282,99,1147,40.1,3294,115.2,5283,184.7,29821,1042.8,70315,2458.8,9473,331.3
2002-01-01,MS,119442,4166.5,9858,343.9,109584,3822.6,264,92,1127,39.3,3356,117.1,5111,178.3,29593,1032.3,70468,2458.1,9523,332.2
2003-01-01,MS,116203,4031.2,9336,323.9,106867,3707.3,267,93,1079,37.4,3016,104.6,4974,172.6,29564,1025.6,68307,2369.6,8996,312.1
