year,state,index_total,index_per100k,violent_total,violent_per100k,property_total,property_per100k,murder_total,murder_per100k,forcible_rape_total,forcible_rape_per100k,robbery_total,robbery_per100k,aggravated_assault_total,aggravated_assault_per100k,burglary_total,burglary_per100k,larceny_theft_total,larceny_theft_per100k,vehicle_theft_total,vehicle_theft_per100k
1998-01-01,DE,39902,5363.2,5672,762.4,34230,4600.8,21,28,499,67.1,1445,194.2,3707,498.3,6395,859.5,24649,3313,3186,428.2
1999-01-01,DE,36456,4838,5534,734.4,30922,4103.6,24,32,529,70.2,1492,198,3489,463,5245,696,22634,3003.7,3043,403.8
2000-01-01,DE,35090,4478.1,5363,684.4,29727,3793.6,25,32,424,54.1,1394,177.9,3520,449.2,5216,665.6,21360,2725.9,3151,402.1
2001-01-01,DE,32267,4050.6,4868,611.1,27399,3439.5,23,29,420,52.7,1156,145.1,3269,410.4,5144,645.7,19476,2444.9,2779,348.9
2002-01-01,DE,31803,3946,4836,600,26967,3346,26,32,358,44.4,1154,143.2,3298,409.2,5355,664.4,18555,2302.3,3057,379.3
2003-01-01,DE,33468,4090.6,5525,675.3,27943,3415.3,21,26,370,45.2,1441,176.1,3693,451.4,6066,741.4,18933,2314.1,2944,359.8
2004-01-01,DE,32361,3898.6,5105,615,27256,3283.6,28,34,357,43,1343,161.8,3377,406.8,5669,683,19285,2323.3,2302,277.3
2005-01-01,DE,31577,3750.3,5332,633.4,26245,3117.9,37,44,377,44.7,1306,155.2,3612,429.1,5811,690.4,18085,2148.5,2349,279.1
2006-01-01,DE,34488,4099.5,5817,681.6,29171,3417.9,42,49,400,46.9,1735,203.3,3640,426.5,6189,725.2,20166,2362.8,2816,329.9
2007-01-01,DE,35103,4059.3,5960,689.2,29143,3370.1,37,43,336,38.9,1706,197.3,3881,448.8,6341,733.3,20486,2369,2316,267.8
2008-01-01,DE,37532,4288.7,6187,706.1,31385,3581.9,57,65,371,42.3,1847,210.8,3912,446.5,6783,774.1,22045,2515.9,2557,291.8
2009-01-01,DE,35398,3999.2,5713,645.4,29685,3353.8,41,46,395,44.6,1680,189.8,3597,406.4,6943,784.4,20836,2354,1906,215.3
2010-01-01,DE,36686,4077.2,5608,623.3,31078,3453.9,51,57,326,36.2,1839,204.4,3392,377,7550,839.1,21593,2399.8,1935,215
2011-01-01,DE,36307,3997.9,5144,566.4,31163,3431.5,48,53,307,33.8,1558,171.6,3231,355.8,7617,838.8,22001,2422.7,1545,170.1
2012-01-01,DE,35755,3898.9,5048,550.5,30707,3348.4,56,61,249,27.2,1498,163.3,3245,353.9,7389,805.7,21880,2385.9,1438,156.8
2013-01-01,DE,33634,3635.1,4633,500.7,29001,3134.4,41,44,278,30,1233,133.3,2960,319.9,6299,680.8,21347,2307.2,1355,146.4
2014-01-01,DE,32483,3470.6,4568,488.1,27915,2982.5,50,53,274,29.3,1271,135.8,2857,305.2,5765,615.9,20885,2231.4,1265,135.2
2015-01-01,DE,30305,3210,4760,504.2,25545,2705.8,62,66,257,27.2,1240,131.3,3097,328,4797,508.1,19555,2071.3,1193,126.4
2016-01-01,DE,31178,3274.8,4844,508.8,26334,2766,56,59,221,23.2,1359,142.7,3121,327.8,5023,527.6,19791,2078.7,1520,159.7
2017-01-01,DE,27807,2905.4,4377,457.3,23430,2448.1,51,53,351,36.7,1082,113.1,2893,302.3,3960,413.8,18108,1892,1362,142.3
2018-01-01,DE,26578,2748,4097,423.6,22481,2324.4,48,50,338,34.9,866,89.5,2845,294.2,3158,326.5,17847,1845.3,1476,152.6
1960-01-01,FL,133919,2704.6,11061,223.4,122858,2481.2,527,10.6,403,81,4005,80.9,6126,123.7,39966,807.1,73603,1486.5,9289,187.6
1961-01-01,FL,128520,2461.1,11376,217.8,117144,2243.3,477,91,398,76,3746,71.7,6755,129.4,37627,720.5,70655,1353,8862,169.7
1962-01-01,FL,138517,2537.4,10489,192.1,128028,2345.3,420,77,318,58,3457,63.3,6294,115.3,40575,743.3,78266,1433.7,9187,168.3
1963-01-01,FL,157463,2786,12150,215,145313,2571,463,82,398,70,4017,71.1,7272,128.7,46604,824.6,89034,1575.3,9675,171.2
1964-01-01,FL,191580,3358.1,16539,289.9,175041,3068.2,489,86,589,10.3,4958,86.9,10503,184.1,54959,963.3,108307,1898.5,11775,206.4
1965-01-01,FL,192737,3320.2,17386,299.5,175351,3020.7,518,89,771,13.3,5146,88.6,10951,188.6,55556,957,107733,1855.9,12062,207.8
1966-01-01,FL,220785,3716.3,20069,337.8,200716,3378.5,612,10.3,871,14.7,5933,99.9,12653,213,62839,1057.7,123424,2077.5,14453,243.3
1967-01-01,FL,246011,4103.6,23399,390.3,222612,3713.3,630,10.5,913,15.2,7850,130.9,14006,233.6,73188,1220.8,132298,2206.8,17126,285.7
1968-01-01,FL,277107,4498.5,27913,453.1,249194,4045.4,731,11.9,1113,18.1,9849,159.9,16220,263.3,81743,1327,147745,2398.5,19706,319.9
1969-01-01,FL,301341,4742.5,29411,462.9,271930,4279.7,720,11.3,1347,21.2,10345,162.8,16999,267.5,86308,1358.3,161291,2538.4,24331,382.9
1970-01-01,FL,361006,5317.2,33824,498.2,327182,4819,860,12.7,1509,22.2,12636,186.1,18819,277.2,106036,1561.8,194216,2860.6,26930,396.6
1971-01-01,FL,399439,5673,38575,547.9,360864,5125.2,933,13.3,1708,24.3,13422,190.6,22512,319.7,118175,1678.4,215037,3054.1,27652,392.7
1972-01-01,FL,390306,5376.9,40252,554.5,350054,4822.3,924,12.7,1920,26.4,13745,189.4,23663,326,116516,1605.1,206962,2851.1,26576,366.1
1973-01-01,FL,457631,5960.3,46419,604.6,411212,5355.7,1180,15.4,2447,31.9,17069,222.3,25723,335,142597,1857.2,234073,3048.6,34542,449.9
1974-01-01,FL,597636,7387.3,54821,677.6,542815,6709.7,1191,14.7,2910,36,22263,275.2,28457,351.8,185042,2287.3,318708,3939.5,39065,482.9
1975-01-01,FL,645263,7721.2,57540,688.5,587723,7032.7,1130,13.5,2986,35.7,20031,239.7,33393,399.6,196358,2349.6,354374,4240.4,36991,442.6
1976-01-01,FL,590880,7016.7,54597,648.3,536283,6368.4,903,10.7,3055,36.3,15695,186.4,34944,415,164609,1954.7,343069,4074,28605,339.7
1977-01-01,FL,569546,6738.6,58052,686.8,511494,6051.8,859,10.2,3348,39.6,15885,187.9,37960,449.1,157195,1859.9,324601,3840.5,29698,351.4
1978-01-01,FL,607552,7069.5,65792,765.6,541760,6303.9,949,11,3960,46.1,17701,206,43182,502.5,170061,1978.8,338299,3936.5,33400,388.6
1979-01-01,FL,681162,7688.1,73881,833.9,607281,6854.2,1084,12.2,4576,51.6,22097,249.4,46124,520.6,190884,2154.4,378099,4267.5,38298,432.3
1980-01-01,FL,803825,8402,94095,983.5,709730,7418.4,1387,14.5,5439,56.9,34015,355.5,53254,556.6,239825,2506.8,424223,4434.2,45682,477.5
1981-01-01,FL,816579,8032.5,98109,965.1,718470,7067.4,1522,15,5707,56.1,35473,348.9,55407,545,241536,2375.9,431222,4241.8,45712,449.7
1982-01-01,FL,777577,7465.2,93411,896.8,684166,6568.4,1409,13.5,5587,53.6,31002,297.6,55413,532,211932,2034.7,427462,4103.9,44772,429.8
1983-01-01,FL,724226,6781.1,88292,826.7,635934,5954.4,1199,11.2,5170,48.4,28126,263.4,53797,503.7,191902,1796.8,400796,3752.8,43236,404.8
1984-01-01,FL,748699,6821.2,95270,868,653429,5953.3,1264,11.5,5570,50.7,30311,276.2,58125,529.6,198446,1808,408153,3718.6,46830,426.7
1985-01-01,FL,860889,7574.2,106971,941.1,753918,6633.1,1296,11.4,6004,52.8,35506,312.4,64165,564.5,228402,2009.5,465792,4098.1,59724,525.5
1986-01-01,FL,960664,8228.4,121013,1036.5,839651,7191.9,1371,11.7,6152,52.7,42822,366.8,70668,605.3,259331,2221.3,510496,4372.6,69824,598.1
1987-01-01,FL,1022335,8503.2,123168,1024.4,899167,7478.7,1371,11.4,6032,50.2,42869,356.6,72896,606.3,271346,2256.9,546466,4545.2,81355,676.7
1988-01-01,FL,1106212,8937.6,138343,1117.7,967869,7819.9,1416,11.4,6154,49.7,49916,403.3,80857,653.3,283960,2294.3,589215,4760.6,94694,765.1
1989-01-01,FL,1115617,8804.5,140575,1109.4,975042,7695.1,1405,11.1,6299,49.7,51188,404,81683,644.6,289254,2282.8,583702,4606.6,102086,805.7
1990-01-01,FL,1139934,8810.8,160990,1244.3,978944,7566.5,1379,10.7,6781,52.4,53928,416.8,98902,764.4,280832,2170.6,591210,4569.6,106902,826.3
1991-01-01,FL,1134813,8547.2,157243,1184.3,977570,7362.9,1248,94,6865,51.7,53083,399.8,96047,723.4,266313,2005.8,607222,4573.5,104035,783.6
1992-01-01,FL,1127360,8358.2,162827,1207.2,964533,7151,1208,90,7310,54.2,49482,366.9,104827,777.2,254755,1888.8,598093,4434.3,111685,828
1993-01-01,FL,1142338,8351,164975,1206,977363,7145,1224,89,7359,53.8,48913,357.6,107479,785.7,251063,1835.4,603784,4413.9,122516,895.7
1994-01-01,FL,1151121,8250,160016,1146.8,991105,7103.2,1165,83,7301,52.3,45871,328.8,105679,757.4,237341,1701,626578,4490.6,127186,911.5
1995-01-01,FL,1090999,7701.5,151711,1071,939288,6630.6,1037,73,6887,48.6,42485,299.9,101302,715.1,215657,1522.4,612311,4322.4,111320,785.8
1996-01-01,FL,1079623,7497.4,151350,1051,928273,6446.3,1077,75,7508,52.1,41643,289.2,101122,702.2,219056,1521.2,605448,4204.5,103769,720.6
1997-01-01,FL,1065609,7271.8,149996,1023.6,915613,6248.2,1012,69,7599,51.9,40459,276.1,100926,688.7,213926,1459.8,594492,4056.9,107195,731.5
1998-01-01,FL,1027123,6886,140016,938.7,887107,5947.4,967,65,7404,49.6,36198,242.7,95447,639.9,203105,1361.7,579752,3886.8,104250,698.9
1999-01-01,FL,937718,6205.4,129044,854,808674,5351.5,859,57,6990,46.3,31969,211.6,89226,590.5,181378,1200.3,534105,3534.5,93191,616.7
2000-01-01,FL,910154,5694.7,129777,812,780377,4882.7,903,56,7057,44.2,31809,199,90008,563.2,172898,1081.8,518298,3242.9,89181,558
2001-01-01,FL,913230,5577.5,130713,798.3,782517,4779.2,874,53,6641,40.6,32867,200.7,90331,551.7,176052,1075.2,516548,3154.8,89917,549.2
2002-01-01,FL,905957,5427.6,128721,771.2,777236,4656.4,911,55,6753,40.5,32581,195.2,88476,530.1,177242,1061.9,511478,3064.3,88516,530.3
2003-01-01,FL,881976,5188.4,124280,731.1,757696,4457.3,924,54,6727,39.6,31523,185.4,85106,500.6,170644,1003.8,505489,2973.6,81563,479.8
2004-01-01,FL,850895,4894.3,123754,711.8,727141,4182.5,946,54,6612,38,29997,172.5,86199,495.8,166332,956.7,482484,2775.2,78325,450.5
2005-01-01,FL,838965,4721.7,125957,708.9,712998,4012.8,883,50,6592,37.1,30141,169.6,88341,497.2,164783,927.4,472912,2661.6,75303,423.8
2006-01-01,FL,849879,4694.7,128795,712,721084,3968.1,1129,62,6475,35.8,34147,188.8,87044,481.2,170873,944.6,473774,2619,76437,422.5
2007-01-01,FL,878227,4811.9,131880,722.6,746347,4089.3,1201,66,6151,33.7,38162,209.1,86366,473.2,181833,996.3,490858,2689.4,73656,403.6
2008-01-01,FL,885166,4804.4,126260,685.3,758906,4119.1,1169,63,5972,32.4,36269,196.9,82850,449.7,188475,1023,506914,2751.4,63517,344.8
2009-01-01,FL,825551,4453.3,113541,612.5,712010,3840.8,1017,55,5501,29.7,30911,166.7,76112,410.6,181884,981.1,479867,2588.6,50259,271.1
2010-01-01,FL,771004,4092.7,101969,541.3,669035,3551.4,987,52,5373,28.5,26086,138.5,69523,369,169119,897.7,458454,2433.6,41462,220.1
2011-01-01,FL,769398,4032,98198,514.6,671200,3517.4,984,52,5273,27.6,25622,134.3,66319,347.5,170171,891.8,461408,2418,39621,207.6
2012-01-01,FL,727075,3763.2,94087,487,632988,3276.2,1009,52,5260,27.2,23889,123.6,63929,330.9,153563,794.8,442095,2288.2,37330,193.2
2013-01-01,FL,699163,3567.1,91993,469.3,607170,3097.8,972,50,4765,24.3,23200,118.4,61054,311.5,138915,708.7,433344,2210.9,34911,178.1
2014-01-01,FL,675119,3391.6,91345,458.9,583774,2932.7,982,49,5038,25.3,21621,108.6,61610,309.5,121379,609.8,426197,2141.1,36198,181.8
2015-01-01,FL,663895,3279.4,93625,462.5,570270,2816.9,1041,51,5396,26.7,21137,104.4,63895,315.6,109268,539.7,420341,2076.3,40661,200.8
2016-01-01,FL,642512,3117.1,88700,430.3,553812,2686.8,1111,54,5528,26.8,20175,97.9,59816,290.2,100325,486.7,410352,1990.8,43135,209.3
2017-01-01,FL,612731,2921,85606,408.1,527125,2512.9,1057,50,7936,37.8,18597,88.7,58016,276.6,88835,423.5,395375,1884.8,42915,204.6
2018-01-01,FL,567997,2666.7,81980,384.9,486017,2281.8,1107,52,8438,39.6,16884,79.3,55551,260.8,71933,337.7,372919,1750.8,41165,193.3
1960-01-01,GA,55515,1407.9,6262,158.8,49253,1249.1,469,11.9,294,75,974,24.7,4525,114.8,15461,392.1,27979,709.6,5813,147.4
1961-01-01,GA,59714,1497.7,6269,157.2,53445,1340.5,400,10,380,95,1129,28.3,4360,109.4,17439,437.4,29746,746.1,6260,157
1962-01-01,GA,63360,1545.4,6200,151.2,57160,1394.1,422,10.3,439,10.7,1301,31.7,4038,98.5,18872,460.3,30436,742.3,7852,191.5
1963-01-01,GA,69860,1687.4,7019,169.5,62841,1517.9,390,94,396,96,1410,34.1,4823,116.5,19400,468.6,34843,841.6,8598,207.7
1964-01-01,GA,78894,1837.3,8285,192.9,70609,1644.4,503,11.7,529,12.3,1445,33.7,5808,135.3,22706,528.8,37954,883.9,9949,231.7
1965-01-01,GA,76871,1764.3,8777,201.4,68094,1562.9,491,11.3,586,13.4,1297,29.8,6403,147,21236,487.4,38428,882,8430,193.5
1966-01-01,GA,83820,1879.8,9066,203.3,74754,1676.5,504,11.3,650,14.6,1555,34.9,6357,142.6,24580,551.2,42070,943.5,8104,181.7
1967-01-01,GA,88117,1954.2,8536,189.3,79581,1764.9,501,11.1,561,12.4,1682,37.3,5792,128.5,26667,591.4,43900,973.6,9014,199.9
1968-01-01,GA,98924,2156.1,9903,215.8,89021,1940.3,636,13.9,619,13.5,2181,47.5,6467,141,30317,660.8,47858,1043.1,10846,236.4
1969-01-01,GA,111359,2399.5,11235,242.1,100124,2157.4,551,11.9,794,17.1,2895,62.4,6995,150.7,32555,701.5,54897,1182.9,12672,273
1970-01-01,GA,132253,2881.6,13976,304.5,118277,2577.1,702,15.3,740,16.1,4395,95.8,8139,177.3,41301,899.9,62812,1368.6,14164,308.6
1971-01-01,GA,142152,3047.9,15898,340.9,126254,2707,745,16,1004,21.5,4858,104.2,9291,199.2,49003,1050.7,63173,1354.5,14078,301.8
1972-01-01,GA,144045,3051.8,17823,377.6,126222,2674.2,871,18.5,984,20.8,6340,134.3,9628,204,51056,1081.7,60689,1285.8,14477,306.7
1973-01-01,GA,164175,3430.3,19738,412.4,144437,3017.9,834,17.4,1236,25.8,7565,158.1,10103,211.1,60726,1268.8,66558,1390.7,17153,358.4
1974-01-01,GA,191004,3912.4,21587,442.2,169417,3470.2,868,17.8,1323,27.1,8617,176.5,10779,220.8,71394,1462.4,81078,1660.8,16945,347.1
1975-01-01,GA,227874,4625.9,22608,459,205266,4167,711,14.4,1251,25.4,8204,166.5,12442,252.6,77867,1580.7,110762,2248.5,16637,337.7
1976-01-01,GA,239032,4809.5,21030,423.1,218002,4386.4,692,13.9,1240,24.9,7076,142.4,12022,241.9,71984,1448.4,130130,2618.3,15888,319.7
1977-01-01,GA,214998,4259.1,22203,439.8,192795,3819.2,593,11.7,1570,31.1,7094,140.5,12946,256.5,68205,1351.1,109554,2170.2,15036,297.9
1978-01-01,GA,242573,4771.3,24545,482.8,218028,4288.5,731,14.4,1928,37.9,8454,166.3,13432,264.2,75022,1475.6,124880,2456.3,18126,356.5
1979-01-01,GA,277235,5416.9,28594,558.7,248641,4858.2,877,17.1,2216,43.3,10939,213.7,14562,284.5,81579,1594,145758,2847.9,21304,416.3
1980-01-01,GA,302645,5603.7,29993,555.3,272652,5048.3,743,13.8,2391,44.3,10670,197.6,16189,299.7,91773,1699.2,160764,2976.6,20115,372.4
1981-01-01,GA,313453,5628.5,30527,548.2,282926,5080.4,960,17.2,2362,42.4,10938,196.4,16267,292.1,93121,1672.1,171170,3073.6,18635,334.6
1982-01-01,GA,294060,5214.8,26963,478.2,267097,4736.6,713,12.6,2242,39.8,8716,154.6,15292,271.2,84469,1497.9,165049,2926.9,17579,311.7
1983-01-01,GA,258241,4505.3,26179,456.7,232062,4048.5,483,84,2021,35.3,8267,144.2,15408,268.8,72614,1266.8,143398,2501.7,16050,280
1984-01-01,GA,262556,4498.1,27935,478.6,234621,4019.5,546,94,2356,40.4,8414,144.1,16619,284.7,70310,1204.6,147251,2522.7,17060,292.3
1985-01-01,GA,305381,5110.1,30311,507.2,275070,4602.9,620,10.4,2587,43.3,9812,164.2,17292,289.4,81070,1356.6,171950,2877.3,22050,369
1986-01-01,GA,332999,5455.4,35869,587.6,297130,4867.8,686,11.2,2678,43.9,13056,213.9,19449,318.6,88695,1453.1,182171,2984.5,26264,430.3
1987-01-01,GA,360379,5792,35868,576.5,324511,5215.5,735,11.8,2681,43.1,13014,209.2,19438,312.4,96572,1552.1,197302,3171,30637,492.4
1988-01-01,GA,404965,6326.6,42589,665.3,362376,5661.2,748,11.7,2970,46.4,15593,243.6,23278,363.7,103106,1610.8,223768,3495.8,35502,554.6
1989-01-01,GA,455225,7073.1,47357,735.8,407868,6337.3,820,12.7,3150,48.9,17450,271.1,25937,403,110215,1712.5,255578,3971.1,42075,653.7
1990-01-01,GA,438161,6763.6,48996,756.3,389165,6007.3,767,11.8,3472,53.6,17067,263.5,27690,427.4,104905,1619.4,240623,3714.3,43637,673.6
1991-01-01,GA,430059,6493.4,48894,738.2,381165,5755.2,849,12.8,2800,42.3,17762,268.2,27483,415,100317,1514.7,240359,3629.2,40489,611.3
1992-01-01,GA,432430,6405.4,49496,733.2,382934,5672.3,741,11,3057,45.3,16863,249.8,28835,427.1,97402,1442.8,246619,3653.1,38913,576.4
1993-01-01,GA,428367,6193,50019,723.1,378348,5469.8,789,11.4,2448,35.4,17154,248,29628,428.3,90423,1307.3,246849,3568.7,41076,593.8
1994-01-01,GA,424029,6010.3,47103,667.7,376926,5342.7,703,10,2448,34.7,15703,222.6,28249,400.4,81406,1153.9,256208,3631.6,39312,557.2
1995-01-01,GA,432322,6003.6,47317,657.1,385005,5346.5,683,95,2539,35.3,14777,205.2,29318,407.1,76324,1059.9,264872,3678.3,43809,608.4
1996-01-01,GA,463952,6309.7,46966,638.7,416986,5671,630,86,2357,32.1,15100,205.4,28879,392.8,81968,1114.8,288803,3927.7,46215,628.5
1997-01-01,GA,433563,5791.7,45408,606.6,388155,5185.1,563,75,2328,31.1,15473,206.7,27044,361.3,81320,1086.3,262263,3503.4,44572,595.4
1998-01-01,GA,417479,5463,43762,572.7,373717,4890.3,618,81,2322,30.4,14308,187.2,26514,347,75720,990.8,255459,3342.8,42538,556.6
1999-01-01,GA,400968,5148.4,41585,533.9,359383,4614.4,583,75,2319,29.8,12962,166.4,25721,330.3,71429,917.1,247834,3182.2,40120,515.1
2000-01-01,GA,388949,4751.1,41319,504.7,347630,4246.4,651,80,1968,24,13250,161.9,25450,310.9,68488,836.6,240440,2937,38702,472.8
2001-01-01,GA,389543,4634.3,41671,495.7,347872,4138.5,598,71,2180,25.9,14402,171.3,24491,291.4,71799,854.2,238484,2837.2,37589,447.2
2002-01-01,GA,385830,4515.8,39271,459.6,346559,4056.2,606,71,2108,24.7,13432,157.2,23125,270.7,73932,865.3,234591,2745.7,38036,445.2
2003-01-01,GA,409024,4714.2,39435,454.5,369589,4259.7,657,76,2234,25.7,14043,161.9,22501,259.3,79001,910.5,247916,2849,43392,500.1
2004-01-01,GA,416873,4674.5,40217,451,376656,4223.5,613,69,2387,26.8,13656,153.1,23561,264.2,82992,930.6,249426,2796.8,44238,496
2005-01-01,GA,419259,4618.2,40725,445.9,378534,4172.3,564,62,2143,23.5,14041,153.7,23977,262.53,84463,924.6,249594,2733.01,44477,487
2006-01-01,GA,408289,4360.2,44106,471,364183,3889.2,600,64,2173,23.2,15509,165.6,25824,275.8,85117,909,235903,2519.3,43163,460.9
2007-01-01,GA,419417,4403.2,47075,493.2,372342,3910,717,75,2178,22.8,17340,181.7,26839,281.2,90690,950.2,239058,2540.6,42594,446.3
2008-01-01,GA,434560,4481,47461,489.4,387099,3991.6,650,67,2344,24.2,17862,184.2,26605,274.3,100662,1038,246844,2545.4,39593,408.3
2009-01-01,GA,403058,4100.6,42073,428,360985,3672.6,566,58,2323,23.6,14631,148.9,24553,249.8,98606,1003.2,229216,2332,33163,337.4
2010-01-01,GA,392517,4041.5,39068,402.3,353449,3639.2,555,57,2107,21.7,12372,127.4,24034,247.5,96947,998.2,226161,2328.6,30341,312.4
2011-01-01,GA,393997,4015.2,36762,374.6,357235,3640.6,549,56,2066,21.1,12266,125,21881,223,96014,978.5,231543,2359.7,29678,302.5
2012-01-01,GA,377148,3803.6,37675,380,339473,3423.6,583,59,2143,21.6,12502,126.1,22447,226.4,86992,877.3,223875,2257.8,28606,288.5
2013-01-01,GA,377327,3775.3,37519,375.4,339808,3399.9,563,56,2022,20.2,12704,127.1,21361,213.7,83459,835,229190,2293.1,27159,271.7
2014-01-01,GA,378101,3744.6,38955,385.8,339146,3358.8,607,60,2209,21.9,12786,126.6,22415,222,78029,772.8,233359,2311.1,27758,274.9
2015-01-01,GA,354904,3479.6,38891,381.3,316013,3098.3,622,61,2343,23,12545,123,22467,220.3,68149,668.2,220715,2164,27149,266.2
2016-01-01,GA,350760,3402.1,40990,397.6,309770,3004.5,681,66,2528,24.5,12205,118.4,24595,238.5,63344,614.4,219625,2130.1,26801,259.9
2017-01-01,GA,334769,3214.9,37118,356.5,297651,2858.4,681,65,2646,25.4,9844,94.5,23947,230,55363,531.7,216252,2076.7,26036,250
2018-01-01,GA,305093,2900.3,34355,326.6,270738,2573.7,642,61,2651,25.2,8279,78.7,22783,216.6,45369,431.3,200609,1907,24760,235.4
1960-01-01,HI,14543,2298.3,138,21.8,14405,2276.5,15,24,21,33,69,10.9,33,52,3328,525.9,9369,1480.6,1708,269.9
1961-01-01,HI,16571,2522.2,161,24.5,16410,2497.7,15,23,25,38,70,10.7,51,78,3909,595,10498,1597.9,2003,304.9
1962-01-01,HI,17647,2546.5,256,36.9,17391,2509.5,20,29,17,25,120,17.3,99,14.3,4485,647.2,10693,1543,2213,319.3
1963-01-01,HI,17645,2542.5,215,31,17430,2511.5,12,17,18,26,80,11.5,105,15.1,4944,712.4,10812,1557.9,1674,241.2
1964-01-01,HI,19559,2790.2,575,82,18984,2708.1,15,21,18,26,95,13.6,447,63.8,5880,838.8,11301,1612.1,1803,257.2
1965-01-01,HI,23124,3252.3,491,69.1,22633,3183.3,23,32,6,8,133,18.7,329,46.3,6974,980.9,13078,1839.4,2581,363
1966-01-01,HI,25153,3503.2,598,83.3,24555,3419.9,21,29,35,49,155,21.6,387,53.9,8111,1129.7,14152,1971,2292,319.2
1967-01-01,HI,27486,3719.4,591,80,26895,3639.4,18,24,37,50,146,19.8,390,52.8,8516,1152.4,15392,2082.8,2987,404.2
1968-01-01,HI,34530,4438.3,662,85.1,33868,4353.2,22,28,56,72,176,22.6,408,52.4,10610,1363.8,19323,2483.7,3935,505.8
1969-01-01,HI,35991,4532.9,684,86.1,35307,4446.7,27,34,97,12.2,282,35.5,278,35,10360,1304.8,20692,2606,4255,535.9
1970-01-01,HI,40537,5265.1,938,121.8,39599,5143.3,28,36,91,11.8,487,63.3,332,43.1,11211,1456.1,23914,3106.1,4474,581.1
1971-01-01,HI,43070,5458.8,1830,231.9,41240,5226.9,42,53,138,17.5,734,93,916,116.1,11339,1437.1,25425,3222.4,4476,567.3
1972-01-01,HI,37315,4612.5,1258,155.5,36057,4457,55,68,172,21.3,448,55.4,583,72.1,10805,1335.6,22029,2723,3223,398.4
1973-01-01,HI,41257,4958.8,1295,155.6,39962,4803.1,44,53,168,20.2,696,83.7,387,46.5,12775,1535.5,23552,2830.8,3635,436.9
1974-01-01,HI,51427,6071.7,1762,208,49665,5863.6,70,83,221,26.1,1030,121.6,441,52.1,15117,1784.8,29584,3492.8,4964,586.1
1975-01-01,HI,52130,6026.6,1889,218.4,50241,5808.2,67,77,214,24.7,1104,127.6,504,58.3,15802,1826.8,29909,3457.7,4530,523.7
1976-01-01,HI,56076,6322,2034,229.3,54042,6092.7,55,62,209,23.6,1180,133,590,66.5,16690,1881.6,32544,3669,4808,542.1
1977-01-01,HI,58588,6546.1,2012,224.8,56576,6321.3,64,72,228,25.5,1146,128,574,64.1,17108,1911.5,35088,3920.4,4380,489.4
1978-01-01,HI,64011,7136.1,2423,270.1,61588,6866,60,67,232,25.9,1557,173.6,574,64,17381,1937.7,39087,4357.5,5120,570.8
1979-01-01,HI,66315,7247.5,2651,289.7,63664,6957.8,66,72,296,32.3,1688,184.5,601,65.7,16538,1807.4,40580,4435,6546,715.4
1980-01-01,HI,72180,7482.3,2889,299.5,69291,7182.8,84,87,335,34.7,1835,190.2,635,65.8,17822,1847.5,45564,4723.2,5905,612.1
1981-01-01,HI,64060,6543.4,2424,247.6,61636,6295.8,47,48,340,34.7,1453,148.4,584,59.7,16726,1708.5,40699,4157.2,4211,430.1
1982-01-01,HI,65448,6584.3,2542,255.7,62906,6328.6,31,31,342,34.4,1560,156.9,609,61.3,16477,1657.6,42248,4250.3,4181,420.6
1983-01-01,HI,59432,5809.6,2579,252.1,56853,5557.5,57,56,301,29.4,1330,130,891,87.1,13636,1332.9,38920,3804.5,4297,420
1984-01-01,HI,56982,5484.3,2409,231.9,54573,5252.5,34,33,314,30.2,1204,115.9,857,82.5,12609,1213.6,38329,3689,3635,349.9
1985-01-01,HI,54814,5200.6,2313,219.4,52501,4981.1,43,41,310,29.4,1048,99.4,912,86.5,12164,1154.1,37357,3544.3,2980,282.7
1986-01-01,HI,60230,5671.4,2604,245.2,57626,5426.2,51,48,329,31,1129,106.3,1095,103.1,14218,1338.8,39922,3759.1,3486,328.2
1987-01-01,HI,63008,5817.9,2851,263.3,60157,5554.7,52,48,393,36.3,1061,98,1345,124.2,12515,1155.6,43678,4033.1,3964,366
1988-01-01,HI,65460,5989,2810,257.1,62650,5731.9,44,40,355,32.5,919,84.1,1492,136.5,13726,1255.8,44946,4112.2,3978,364
1989-01-01,HI,69727,6270.4,3004,270.1,66723,6000.3,53,48,496,44.6,925,83.2,1530,137.6,14939,1343.4,47374,4260.3,4410,396.6
1990-01-01,HI,67676,6106.7,3113,280.9,64563,5825.8,44,40,360,32.5,1013,91.4,1696,153,13611,1228.2,46735,4217.1,4217,380.5
1991-01-01,HI,67764,5970.4,2744,241.8,65020,5728.6,45,40,375,33,986,86.9,1338,117.9,14011,1234.4,47195,4158.1,3814,336
1992-01-01,HI,70899,6112,2998,258.4,67901,5853.5,42,36,440,37.9,1151,99.2,1365,117.7,13006,1121.2,50544,4357.2,4351,375.1
1993-01-01,HI,73566,6277,3061,261.2,70505,6015.8,45,38,394,33.6,1214,103.6,1408,120.1,13310,1135.7,51912,4429.4,5283,450.8
