year,state,Black,Other,White,Female,Male,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1969-01-01,SC,777814,5009,1764885,1295571,1252137,47998,46594,44578,45793,47833,52259,55711,55181,54653,56014,57035,54371,55722,56586,56259,55951,54688,54534,54999,57553,51132,46793,45823,46334,34553,36294,34837,36568,32628,31181,31131,27244,27656,27075,27397,28925,28598,28551,27290,27589,29593,28797,28916,28441,28777,30048,28840,29093,29276,28710,30224,26784,24339,24150,22883,23587,22303,22434,21829,21608,21692,19160,18075,16794,17099,16161,14851,14309,12144,13705,12303,10176,9618,8772,8540,7803,7092,6561,5804,5208,4878,4126,3225,3231,2701,11137
1969-01-01,SD,1618,31790,629673,334258,328823,10986,10719,10192,10538,11227,12860,13889,14506,14702,15156,15340,14421,14915,15055,15220,14608,14437,14123,13853,12608,10923,9950,9249,8728,6610,7056,7059,7444,6718,6371,6557,6159,5962,6149,6384,6385,6551,6600,6914,6918,7248,7312,7251,7350,7296,7170,7372,7184,7657,7137,7321,7114,7039,6929,6750,6543,6555,6532,6455,6292,6316,5968,5776,5650,5449,5209,5163,5090,4761,4865,4919,4509,4269,4159,3859,3858,3462,3318,2944,2778,2568,2352,1935,1815,1556,5984
1969-01-01,TN,614392,6418,3254062,2001819,1873053,66281,63454,61553,63597,66708,73702,77078,77416,76902,79069,80209,76499,77531,79132,78726,77534,75557,72213,74821,73010,65723,61532,61557,65571,49022,53007,52934,55975,50709,47834,48742,44325,43837,42023,43780,43517,43196,43821,43527,43346,47569,44641,45532,45636,46249,46450,45622,45546,46380,44721,46062,42960,39884,38864,39172,39252,39078,39268,37554,37820,37756,35244,33823,31554,32335,29907,27955,27047,24190,25858,23799,21045,19303,18393,18089,16500,14862,14337,12482,10896,10820,9328,7560,6993,5978,25588
1969-01-01,TX,1387407,45429,9577711,5627648,5382899,208496,198123,188263,191620,198217,219641,230669,238237,236022,242800,240605,230494,233388,234233,230280,223707,218883,213611,207210,206602,190302,182336,182033,194762,146109,157289,154381,155882,142042,135164,135092,124556,125094,120142,122697,127578,124865,124694,123938,125771,136006,129409,128223,128477,130381,129942,126433,124951,125893,120614,122319,111016,105699,100604,101092,104133,104564,101624,99255,97496,97498,90372,89468,81920,82116,76931,74065,70875,63124,65826,60154,54538,50372,47177,45858,42030,38127,36624,32115,27981,26857,24553,20236,17189,15296,65286
1969-01-01,UT,6395,17770,1010285,524347,510103,23589,21842,20306,20552,19888,21804,22903,23993,24379,25160,24708,24184,24572,24874,24144,23550,23397,22765,23194,21438,18007,18877,19393,19598,14471,14715,14828,14941,12987,12099,11961,11353,11346,10659,10734,10996,10703,10349,10461,10688,10921,10919,10536,10794,10752,10641,10709,10305,10377,10235,10196,10113,9494,9039,8987,8471,8491,8055,8155,7421,7715,7138,6829,6410,6368,5852,5570,5281,4858,4538,5045,4296,4074,3696,3732,3229,3111,3007,2748,2213,2165,2024,1650,1447,1263,5172
1969-01-01,VA,851330,19240,3719176,2320776,2268970,79707,77579,74902,77375,80719,88825,93031,94619,93698,95951,95581,93359,93882,93500,92265,88912,86342,84962,84907,87780,88995,87989,87370,91630,66541,69125,67944,71257,62317,58937,58259,54719,53971,52069,52502,53366,52812,53963,52718,53929,57850,56249,56188,55303,56207,57264,56790,56633,57677,55195,54919,51492,47828,45432,44401,44101,42415,42105,39698,39318,38412,34948,33798,31160,30954,28859,26839,26120,23565,25296,23246,20364,18845,17854,17334,15581,14019,13070,11565,10873,10025,8806,7067,6460,5703,23609
1969-01-01,VT,709,683,437556,224623,214325,8050,7895,7542,7921,8222,8909,9375,9549,9374,9948,9245,8982,9074,8910,8803,8523,8446,8096,9338,9199,7554,7252,6636,7036,5263,5711,5761,6210,5408,5163,4956,4579,4552,4332,4408,4582,4377,4474,4572,4566,4959,4755,4940,4618,4828,4866,4640,4768,4731,4746,4678,4656,4515,4258,4219,4207,4158,4140,3941,4018,4140,3901,3784,3606,3499,3324,3206,3148,2948,2836,2998,2531,2525,2298,2281,2134,1966,1846,1619,1531,1451,1237,1086,936,847,3836
1969-01-01,WA,69810,75861,3247234,1706015,1686890,59203,57273,54131,54793,56485,61037,66041,69158,69524,72535,70684,68748,69861,70312,68838,67589,66469,66647,63411,64507,61054,58512,57964,62514,46274,48970,49646,51315,44747,41807,40535,38331,37766,36077,35532,36093,35975,35682,36074,36833,39152,38535,38758,39012,39564,40951,40993,40780,42548,41265,40431,38756,37466,35939,35317,35153,34356,33078,32499,30862,30316,28687,27090,25561,24492,23131,21886,20689,19026,18523,19151,17345,16243,15424,15086,14233,13283,12671,11622,10308,10091,8815,7718,6734,5970,24448
1969-01-01,WI,124130,26168,4242606,2239272,2153632,75635,74822,73809,78448,81463,88775,93384,95853,97225,101626,97415,94438,94422,93717,91786,89961,87095,85068,85862,79871,68687,64222,64087,68119,51466,54401,54511,59159,52225,48190,48077,46474,46145,44439,44842,44474,44165,45005,45853,47528,49440,49018,50086,49749,49225,50083,49065,48665,48961,48035,47018,47071,46072,45632,45283,45674,44326,43122,42045,40487,40307,38405,37589,35877,34872,33590,32329,30750,28766,28338,28766,26758,25145,24262,23261,21647,20401,19112,17134,15235,14054,12880,10881,9156,8283,33305
1969-01-01,WV,67715,2533,1658163,892204,836207,27714,27282,26102,26934,28029,31000,32126,32592,32367,33723,34856,34602,35579,35996,35594,35837,35144,34668,33991,31705,26746,25196,24340,25566,18134,19224,18883,20736,18691,17896,18449,17769,17856,17128,17451,18172,17160,17626,18257,18697,21049,20915,21933,21457,21990,21945,22052,21579,22606,20984,21324,20770,20017,19604,19835,19727,19475,19244,18864,18798,18333,17111,16608,16224,15865,14572,13986,13425,11949,12591,12505,10977,10161,9774,9263,8524,7749,7430,6679,5558,5579,4977,4125,3661,3147,13652
1969-01-01,WY,2526,6246,319037,163899,163910,5944,5693,5253,5213,5563,6288,6719,7035,7213,7429,7515,7122,7217,7390,7303,7016,7082,6712,6311,5656,4767,4523,4518,4859,3709,4169,4305,4227,3956,3765,3883,3529,3646,3517,3515,3697,3681,3667,3753,3645,4010,4103,4119,3931,3920,3900,3936,3924,3890,3761,3759,3696,3544,3438,3406,3480,3383,3222,3074,3114,3017,2794,2734,2504,2484,2120,2090,1999,1926,1794,1906,1727,1565,1548,1435,1436,1249,1305,1123,966,934,832,630,598,553,1925
1970-01-01,AK,9209,54448,241671,138616,166712,7085,6429,5937,6306,6552,7079,7342,7656,7256,7435,7397,7094,7026,6750,6262,6093,5618,5385,4959,5457,7544,8782,7721,7634,5590,5707,5725,5976,5260,4974,5089,4538,4588,4409,4375,4369,4200,4200,3973,3945,3957,3600,3443,3333,3262,3314,3148,2976,2952,2838,2903,2419,2365,2171,2067,2049,1784,1658,1626,1533,1321,1162,1067,962,864,826,693,598,546,490,370,328,307,275,304,222,231,157,164,154,140,126,120,92,104,590
1970-01-01,AL,904428,5837,2544292,1787363,1667194,62063,60124,57362,59349,62547,66271,68689,70169,69942,71799,75737,72739,73969,75019,74969,73834,71537,69308,66653,62875,61431,57549,56523,58344,44188,44914,44890,47665,41398,39768,41575,37805,37982,36835,37587,37308,36731,37285,37046,37424,40102,38131,39491,39297,39322,39203,38269,39391,39341,37729,41280,37216,33217,34870,33863,34919,34114,34637,32478,32830,33607,29987,29900,28133,28486,27871,25353,24508,21460,23459,20919,17926,16709,15468,15158,14168,12735,12024,10495,9649,9209,8231,6507,5846,5197,22649
1970-01-01,AR,352451,4288,1576077,995782,937034,33083,31820,30336,31125,32623,35711,37141,38399,37195,38228,39976,38619,39039,39818,39580,39449,38683,36925,35634,33102,30929,30330,29239,31329,23353,24186,23654,25011,22790,21418,21940,19665,19837,18779,19587,19448,19342,19402,18742,19069,20468,19455,20198,20641,21091,21210,20654,20676,21078,21046,23040,21376,20162,19529,19876,20541,20303,20686,20225,20110,20817,19517,20065,18541,18907,18576,17748,16910,15690,16024,14666,12647,12101,11523,11642,10932,9704,9574,8456,7381,7130,6346,5041,4376,3858,17743
1970-01-01,AZ,54177,108891,1636463,914150,885381,34059,31789,31141,31567,32723,34727,36583,37816,38241,39472,40601,38861,39301,39161,37948,37143,36335,34807,33615,32852,31987,31061,30800,32480,24211,24409,24612,25806,22930,21751,21872,20592,20298,19743,19894,19425,19300,19424,19453,20033,20849,19714,19710,19593,19699,20413,20229,20240,20334,19828,19913,18948,17965,17284,17372,16902,16419,16389,15834,15597,15868,15024,14825,14219,13852,13688,13301,12677,11805,11535,11034,10012,9168,8543,8008,7365,6532,6099,5206,4512,4341,3612,2913,2456,2051,8830
1970-01-01,CA,1419276,704626,17921904,10179225,9866581,343197,327981,313976,322196,336049,357344,378988,387523,389423,401114,404911,390376,394530,395619,385719,378773,372334,368405,354693,360717,360089,352718,358538,393206,299776,304596,301864,319597,281415,266763,268070,248059,244764,234342,234533,232165,227396,227389,227712,234815,246543,236627,238226,239929,247147,252490,251128,248035,250853,245032,242335,225945,215285,205417,202682,202045,195757,188234,180596,173198,173626,160931,154899,146604,140952,137037,130437,124816,114543,117316,114080,102741,93759,89851,86394,81127,74029,70345,61803,56837,56609,48973,40582,34641,31038,132657
1970-01-01,CO,67410,23892,2137038,1128108,1100232,39708,38172,36069,36195,37756,40634,43711,45617,46408,48000,48573,46975,46868,47000,45785,44564,43935,42589,44188,44832,44249,45161,41707,44316,32905,32993,33250,34537,31022,29398,29191,27165,27060,26445,26188,25637,25091,25425,25644,25874,26578,26061,25576,25528,25344,25331,25532,25116,25457,24240,24062,23145,21979,20891,20280,19749,19403,18842,18255,17812,17677,16448,16009,15005,14559,13509,13454,12573,11469,11669,11548,10536,9532,9232,8959,8466,8107,7397,6647,6563,5785,5233,4521,4163,3832,15429
1970-01-01,CT,182341,11203,2844491,1564512,1473523,49802,48904,48020,50806,54440,56964,58891,58768,59193,61322,61859,61675,61657,60483,59606,58137,56091,54524,50526,47170,46211,45192,46841,52868,40794,41111,42941,47203,39349,36332,36099,34231,33964,32493,33132,32518,32053,33057,33642,35625,37155,37031,37639,37648,38368,39605,39212,38842,39872,38873,39673,38427,37352,35820,34661,34408,32958,31513,30416,28850,28645,26637,25247,24068,22559,21773,20595,19339,17908,17569,17407,16251,15077,14755,14502,13761,12519,11614,10372,9103,8986,8322,6657,5607,5056,20889
1970-01-01,DC,536529,7424,211513,404380,351086,12225,11373,11438,11625,12389,12508,13069,12852,12526,12944,13540,12849,12740,12532,12640,12248,11943,11676,13998,15975,16354,16434,16639,16679,13651,14023,13435,14013,12077,11492,11298,9826,9201,8738,8821,8693,8283,8604,8006,8522,9042,8447,8195,8382,8435,8623,8498,9004,8527,8536,9138,8181,8024,7514,7624,8033,7558,7596,7266,7561,7410,6597,6762,6132,6118,5620,5174,5131,4420,5005,4733,4101,3815,3466,3476,3202,2732,2567,2302,2095,2095,1732,1398,1230,1090,5000
1970-01-01,DE,78971,2593,469945,282572,268937,9703,9379,9335,9823,10280,10853,11491,11633,11698,12007,12148,12030,11889,11973,11513,11145,10632,10286,10229,9714,8925,8900,9230,10106,7338,7616,7841,8521,7480,7072,6969,6601,6508,6153,6299,6341,6380,6397,6418,6628,6687,6713,6665,6611,6708,6788,6874,6635,6761,6644,6679,6302,6048,5725,5392,5303,5093,4939,4709,4664,4487,4239,4085,3734,3675,3389,3140,3033,2730,2989,2770,2500,2342,2247,2179,2031,1743,1769,1487,1339,1316,1230,909,835,716,3171
1970-01-01,FL,1049256,23592,5792612,3552150,3313310,104272,99528,95659,100245,105487,113617,119538,122560,123536,127698,132735,127907,129371,129848,128336,125553,121719,117127,112207,109619,106848,102520,103182,110984,83931,85285,84081,88297,77623,75795,77430,71594,72175,70497,71694,70410,69685,71806,71491,73524,78887,77593,78334,78656,79699,80260,79581,79280,80603,78184,81335,76439,73152,71374,70138,71497,70490,71313,69278,69752,74174,71190,72255,72798,73797,75283,74772,74428,68615,70214,68606,62069,56986,54736,51313,47388,42326,38856,33342,29399,26911,23224,18643,15751,13760,53365
1970-01-01,GA,1192316,9353,3409810,2370967,2240512,87140,84700,80163,83657,87113,91420,94835,94816,94025,95555,99609,95515,95617,96765,95923,93973,91176,88733,87052,86047,88936,84579,86918,91978,69001,69749,68143,72092,63678,59808,61664,54916,54272,52141,53045,52636,50881,51938,50670,50530,53982,51782,52043,50539,52003,50985,49758,51145,51201,49948,53835,48811,44251,44529,42709,43980,41714,42094,40250,40324,40808,36285,34715,32787,32320,31745,28576,27366,24081,26739,23718,20569,18904,17675,17127,15904,14241,13570,11792,10868,10537,9237,7277,6715,5651,24980
1970-01-01,HI,7633,519216,249328,373042,403135,15251,13825,13380,13849,14906,15630,16051,16171,16139,16088,16792,16103,15772,15853,15895,15271,14737,14760,13698,14329,16729,17993,17041,16975,13872,13358,12884,12530,11167,10360,10567,9807,9546,9256,9298,9218,8959,9606,9452,9564,10060,9862,9695,9631,9660,10042,9425,9383,9147,8585,8780,8095,7729,7154,6918,6692,6351,6318,5999,5549,5749,5058,4597,4336,4192,4068,3726,3571,3302,3223,3059,2547,2302,2101,1987,1791,1475,1414,1297,1151,1304,1044,848,806,643,2829
1970-01-01,IA,32940,7411,2790426,1454651,1376126,47572,46185,44858,46607,48050,51129,54704,56441,57555,59237,60761,57915,58653,58412,58227,57062,56432,55516,55375,50831,45302,42408,41732,44226,33069,33737,34334,36489,33008,31702,31485,29607,29224,28762,28683,28190,27657,28148,28282,29080,30574,30358,31226,31115,31276,31799,31429,31297,32238,31540,31960,31628,30179,29599,29745,28965,28547,28552,27827,27088,27954,26014,25218,24501,23796,23043,22518,21702,20433,20273,21021,19408,17790,17678,17112,16212,15387,14773,13729,12147,11816,10449,9038,7754,7021,30401
1970-01-01,ID,2154,10610,705383,359599,358548,13766,13252,12402,12648,12644,13115,14156,14839,15226,15879,16290,15587,15827,15998,16173,16022,15992,15251,14598,12886,11896,11044,11121,11578,8838,9025,9340,9649,8860,8361,8389,7887,7728,7559,7510,7596,7308,7146,7445,7402,7870,7528,7670,7613,7603,7784,7670,7771,8122,7916,8173,7959,7726,7521,7426,7211,7312,7082,7090,6625,6899,6276,6063,5595,5542,5109,4820,4467,4273,4127,4239,3622,3440,3287,3119,3081,2823,2818,2573,2150,2222,1900,1699,1420,1324,5354
1970-01-01,IL,1427952,70595,9630769,5729458,5399858,189152,184167,180169,186549,195759,206410,214981,220821,221363,230514,234726,227305,228073,225837,219938,216734,208015,204293,197922,191441,175830,166478,173613,190600,146205,147641,152570,166624,147239,137399,135515,129217,127314,121806,124835,120771,117755,119875,120527,126748,132523,129113,131268,131477,133546,136057,134444,132803,134527,131827,132859,128674,124013,121725,121094,121389,117568,114282,109213,107282,106479,99230,96031,90408,87784,84490,79637,75837,68697,70106,68357,60953,56927,54546,54306,50358,46972,43629,38373,34877,32987,29470,24697,21134,18712,75904
1970-01-01,IN,359413,12634,4834215,2669048,2537214,92807,90230,88107,90881,94184,100241,105222,105819,106375,109937,111555,108811,110071,109726,106933,106544,103599,101106,100318,94190,88801,84462,84972,92642,68432,70410,70198,76303,67803,63455,63129,60168,58928,55857,56563,55600,54202,55300,55719,57589,60472,59666,60676,60663,60554,62657,61676,60183,61577,58804,58854,56840,54229,52835,52879,51452,50868,49183,47583,45914,45479,43504,41763,39324,38563,36467,35068,33549,31305,30592,30686,27597,25839,24784,23669,22216,20869,19850,17653,15730,15513,13380,11487,9942,8982,37697
1970-01-01,KS,107488,14705,2126166,1145694,1102665,36659,35234,33120,34129,36035,38244,41477,42932,43299,45632,46292,44619,45446,45648,44990,45283,43764,42640,43592,42848,41917,41474,38585,39662,28767,29087,29226,29956,26820,25114,24896,23905,23499,22934,23367,23385,22926,23389,23444,23885,25025,24760,25094,25121,25500,25531,25947,25433,26139,25156,25315,24427,23406,22837,23178,22021,22640,22431,21962,21321,21634,20619,20393,19696,19098,18170,17901,16716,15614,15862,16094,14517,13588,13172,13053,12182,11429,10994,9996,8864,8845,7873,6773,5760,5323,22828
1970-01-01,KY,232036,5011,2999074,1648402,1587719,55545,53774,52385,54307,56648,60815,63219,64053,63727,65563,68653,65726,67189,67004,66480,66204,64285,63492,62787,65059,59757,55748,54151,57302,42193,42278,41478,44484,40067,38451,39056,36050,35737,33093,34215,33907,33854,33988,33647,34170,37559,35073,36475,35652,36103,37134,36578,36513,37243,35498,36460,34745,32471,31548,32640,31310,32076,31410,30902,30638,30517,28469,27848,26501,26927,25137,24010,23923,21453,22555,21641,18836,17394,16766,16394,15595,13793,13148,11748,10496,10615,8963,7663,6594,5589,24977
1970-01-01,LA,1089757,10806,2556828,1877077,1780314,70347,69379,67328,69413,71793,77112,78892,79881,79440,81799,85719,81411,81454,82174,81212,81140,77022,74828,73584,72753,68685,61667,61652,64900,47850,49332,48130,50262,45610,42845,44063,39818,40033,37829,38449,37630,37344,38778,38325,38177,41404,39614,40925,40849,39962,40141,39070,39897,39558,38060,40758,36835,34591,33035,33132,33172,32312,33216,31830,31767,31904,28635,29173,26553,26675,26776,24198,23859,20797,22239,20221,17118,16066,15138,14310,13339,11370,11303,9611,8552,8157,7196,5848,5147,4561,20457
1970-01-01,MA,177904,30414,5490716,2974923,2724111,92117,91128,91213,94673,98796,103008,107866,108175,109542,111803,113557,111682,112126,110838,108827,105988,102767,100899,104545,104117,98562,95114,95006,103798,76308,76495,77531,84525,71059,64993,63758,59929,59050,57139,57747,57608,57241,59316,60036,61218,64562,65114,66143,66626,67055,69287,69043,67372,68630,68094,69045,67119,65757,62628,62377,61375,60170,58131,56938,54766,55577,53217,50906,48559,45577,45359,43323,41422,38842,39084,38831,36201,34114,32885,31934,30037,27422,25691,22977,20894,19851,18122,15312,12615,11538,48412
1970-01-01,MD,709009,25003,3209481,2016708,1926785,67114,67062,66517,69520,73421,77713,81083,80493,81432,83451,84975,83024,83295,81794,79349,78057,74691,72456,68329,66876,64899,64756,68528,75352,55976,58196,58743,63940,56447,51874,51209,48891,48150,45903,46372,45629,44916,45703,45475,46308,48891,48779,49186,48575,48860,50248,50210,49829,50171,48391,48725,45511,42920,40919,39502,39450,37426,35996,34128,33219,32183,30507,29081,27145,26319,25150,23115,21948,19602,20399,19463,17529,15972,15118,14535,13405,11869,11257,9679,8626,8510,7448,6066,5286,4820,19606
1970-01-01,ME,3024,3643,991468,511458,486677,16985,16546,16309,17188,17801,18776,19625,20328,19991,20579,20942,20573,20608,20354,19983,19951,19545,18800,18609,17548,17060,16306,15859,16349,11553,12097,12448,12956,11698,10370,10870,10209,10254,10252,10117,10181,10358,10371,10862,10592,11273,11399,11395,11155,11262,11637,11141,11281,11455,11299,11375,10948,10604,10171,10257,10276,9899,9899,9740,9487,9880,9355,9117,9010,8329,8298,7914,7597,6978,7115,7081,6612,6049,5769,5634,5156,4748,4594,4165,3603,3440,3212,2802,2342,2203,9376
1970-01-01,MI,998453,40707,7860684,4539167,4360677,163177,159286,155582,160548,165492,173870,182965,184279,187119,193883,197648,195420,198137,197395,192298,188404,182953,175961,171704,160261,147292,142976,146119,157632,116896,119383,122293,133000,116868,106449,104631,99627,97753,93858,95949,94188,91128,92895,94820,99307,104061,102985,106147,106438,106692,108848,105896,105324,107153,102782,101473,99351,95700,92987,90712,89975,86310,83316,78745,75379,75133,70225,68096,63447,61707,59039,55970,53612,47857,48062,46867,42344,39316,38229,36993,34591,31996,30394,26718,23492,22452,19832,16791,13907,12620,50434
1970-01-01,MN,35462,32445,3747474,1946169,1869212,67037,65809,63625,65678,69306,73330,78355,81563,81922,85533,87024,83378,83136,82143,80220,79654,77848,75898,74659,68219,62481,59440,60037,65167,48936,50617,51262,55336,48748,45900,44801,42210,41211,40357,39442,38316,38077,38168,38684,39260,40132,40150,40477,41118,40689,41320,40521,40831,41109,39550,39696,40156,38398,38153,38140,37587,36047,36115,34823,33086,33789,32502,30697,29838,29330,28063,27680,26303,24450,24013,24944,22866,21327,21132,20223,19180,18092,17074,15431,13896,13129,11664,10091,8753,7830,32199
1970-01-01,MO,480982,15767,4189839,2425361,2261227,76458,73261,70300,74027,77483,83078,87364,90556,91843,94084,97384,93273,94067,94191,92851,90906,88250,85143,85566,83397,76301,71457,73348,78526,59037,60136,61415,65093,58330,55155,54548,50990,50041,47947,49529,48857,48360,49278,49234,50126,52211,51505,52897,52810,53083,54604,54081,53514,54335,52573,53585,51255,48799,48253,48502,48633,48420,48447,47683,47069,48391,44656,45319,42927,42254,40877,39879,37399,34944,35377,34267,31026,28749,28304,27275,25616,23274,22617,20189,18089,18008,15806,13080,11258,10198,43360
1970-01-01,MS,817360,7183,1401595,1147383,1078755,44021,42119,40148,41228,42706,45694,47507,48371,47769,48543,52007,49350,50125,50739,50958,50600,48125,46351,45732,44056,41394,36572,35307,35886,26796,27059,26446,27588,24779,23524,25134,22904,22942,21593,22481,21805,21234,22067,21247,22195,23624,22408,22865,23455,22679,22429,22164,22712,22780,22120,25262,22192,20187,20312,20304,20834,20589,21478,20781,21375,21870,19516,19770,18499,18743,18988,17326,16475,14395,16053,14624,11643,11633,10589,10338,9897,8510,8187,7366,6282,6485,5284,4369,3984,3566,16094
1970-01-01,MT,2004,28974,666687,349023,348642,11889,11329,10906,11446,11829,12826,13950,14814,14896,15541,16158,15455,15913,15809,15422,15467,15139,14863,13456,11976,11359,11050,10737,10940,8369,8710,8607,9327,8195,8038,8110,7534,7430,7599,7344,7385,6986,7097,7348,7440,8043,7805,7691,7547,7647,7564,7805,7630,8115,7630,8179,8152,7826,7727,7328,7424,7159,6961,6810,6519,6494,5916,5804,5348,5095,4986,4789,4413,3940,4015,3858,3455,3234,3200,3118,3103,2974,2832,2693,2339,2454,2217,1954,1694,1527,5962
1970-01-01,NC,1130804,52585,3923749,2606417,2500721,90728,88652,84866,85499,88311,93661,99195,100362,100422,101552,106826,102059,103402,105432,105185,103802,102667,101837,106769,108100,106251,99809,94565,96099,72648,73027,71700,75290,67020,63013,64550,58418,59423,57410,59572,59139,57351,58227,56656,56324,61378,60224,60773,59375,59551,61474,59281,59269,59731,57473,60847,55659,51097,50909,49764,50307,48044,48789,46442,45244,46211,41536,39625,36645,37493,35477,32984,30972,28061,29871,27196,23781,21793,20413,19585,18187,16202,15117,13408,11995,11479,10078,7841,7274,6049,26415
1970-01-01,ND,2511,15498,601607,307054,312562,10779,10066,9698,10307,10682,11602,12346,13006,13180,13783,14295,13980,13977,13933,14155,13816,13398,13412,12783,11781,11404,10779,10021,9902,7582,7506,7261,7419,6537,6404,6277,6133,6044,6150,6404,6249,6230,6259,6320,6131,6743,6562,6562,6406,6484,6453,6347,6360,6450,6317,6439,6436,6410,6400,6436,6169,6257,6177,6323,6030,6025,5716,5535,5183,5083,4883,4689,4340,3930,3974,3994,3719,3374,3230,3142,3002,2844,2611,2432,2165,2207,1945,1601,1464,1316,5460
1970-01-01,NE,40287,9783,1438994,761688,727376,24692,23995,23174,23888,25087,26729,28891,29804,30349,31168,31715,30568,30227,30642,30347,29623,29342,28609,28841,27804,25861,24205,23556,24571,18410,18489,18574,19444,17464,16318,16537,15667,15566,15442,15295,15558,15154,15211,15570,16104,16349,16297,16212,16098,16258,16566,16350,16118,16558,15598,16174,15526,15087,14692,14776,14462,14557,14576,14238,14064,14468,13778,13163,13007,12548,12219,11641,11304,10551,10774,11185,10066,9456,9367,8848,8684,8224,7790,6927,6475,6196,5476,4680,4015,3590,15585
