year,state,Black,Other,White,Female,Male,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1997-01-01,MI,1428471,229763,8150817,5011752,4797299,130997,132538,135231,137575,142558,148449,149987,156576,148772,148509,146664,142900,145447,139472,142984,144999,141946,146666,140579,138201,134326,127578,125361,122661,126528,134979,141452,141900,135888,138266,141724,140466,147904,153058,158840,164934,161932,163424,160355,168419,170717,157749,157853,152902,149974,149663,137853,137466,132294,136382,145708,100747,102694,104529,114082,97681,88795,84643,82352,81575,77035,74066,73775,68242,68831,68653,69662,70921,68045,69840,66868,63620,64060,61990,59441,58879,54923,49384,45528,41932,38788,35779,33805,29811,26864,131605
1997-01-01,MN,157212,185484,4420694,2412265,2351125,63430,63389,63213,64067,66192,68409,69213,73046,72205,73325,73486,73029,74286,71791,73859,75142,72525,73643,68900,66359,63456,59150,57935,55887,57900,61700,66059,67297,64747,66425,69818,70758,76109,79330,83543,86570,84224,86097,82208,85056,83959,77248,77091,74966,74265,74127,67347,66215,62814,63945,67934,46956,48150,48149,51858,44546,40997,39486,37901,38148,35831,33725,33392,31593,31642,30713,32296,32022,30918,30932,29868,28377,28363,27927,26818,27583,25947,24049,22259,20842,19595,18620,17614,16224,14972,81388
1997-01-01,MO,624475,86796,4769922,2823288,2657905,71962,72762,73329,73514,76828,78872,80257,81318,78732,79809,80639,81121,81003,79285,82450,83097,82132,82727,78402,77820,75522,70381,69117,67119,67918,74031,77404,77045,71063,71508,74958,74517,81305,85099,88379,93022,90380,91563,87775,91172,91993,83823,83506,81421,79789,79365,73283,72740,70719,72997,78864,55226,57339,58280,62507,54881,51397,49290,48166,47993,45275,43681,44647,42642,43190,41458,43250,43535,41223,41683,40089,37726,37900,36979,35449,35342,33357,30197,28534,25891,24723,22562,21097,18982,17456,95409
1997-01-01,MS,1016239,26939,1733826,1440394,1336610,39980,39451,40163,40954,42651,43558,42641,43358,40948,41477,42254,43241,44009,43458,45296,46498,46824,48071,46245,47963,46275,42524,41348,39525,39469,42547,42988,41169,36253,34814,34869,34588,37943,39793,41558,43182,41938,42872,41431,42977,43959,40676,40922,39575,38297,38234,35256,35347,34134,35228,37924,26342,27467,27551,29427,25970,24491,23866,23361,23589,22837,21792,21950,20067,20607,20403,20497,20924,19295,19676,18925,17249,16927,17153,15938,15677,14777,13415,12302,11499,11662,9918,8801,8144,7508,40342
1997-01-01,MT,2910,60337,826618,447185,442680,10594,10902,10847,10968,11467,12195,12294,12834,12786,13392,13838,13605,14312,14012,14641,14885,14298,14943,13848,13063,12730,11741,11485,10672,10318,10208,9969,9819,9536,9730,10066,10014,10908,11885,12760,13935,13935,14945,14770,15634,15934,14904,15437,15305,15265,15040,13601,13679,13015,13279,14001,9742,9678,9639,10553,9258,8547,8433,7989,8034,7615,7250,7199,6849,6741,6620,6809,6740,6562,6374,6242,5982,5826,5673,5457,5592,5434,4863,4644,4199,4064,3745,3424,3094,2781,13969
1997-01-01,NC,1703828,195825,5757172,3925537,3731288,102983,100361,100194,102155,105775,109153,109816,110742,106099,106294,104654,101891,101358,97758,100375,101663,98426,101924,103158,110513,113203,106688,107380,104038,107988,121600,130745,132058,121919,118217,116427,111782,120437,124956,128772,132567,127807,127927,123111,127475,128727,118298,118679,115608,113191,112270,104817,104808,102495,106755,115704,81006,83386,82820,88594,76626,71194,68431,66361,66885,64267,61420,62757,58189,59302,58099,58816,59638,55363,54688,53243,50711,49796,47806,45166,45381,42281,37060,34711,31744,30122,26620,24275,21648,19680,96998
1997-01-01,ND,3501,33845,612370,325297,324419,8117,8270,8247,8068,8258,8439,8370,9309,9304,9507,9551,9801,9949,9987,10527,10827,10273,10671,10497,11172,11006,10203,9851,8818,8316,8646,9174,9224,8352,7873,7934,7562,8145,8635,9390,10186,9991,10588,10291,10817,10927,10301,10322,10137,10087,9784,8764,8707,8276,8226,8547,6005,6275,6138,6682,5809,5441,5142,5161,5305,5142,5056,5168,5020,4929,4681,4896,5089,4919,4674,4721,4562,4509,4352,4292,4350,4097,3706,3621,3337,3271,3003,3008,2757,2575,13799
1997-01-01,NE,68697,35185,1582536,857938,828480,22877,23174,22714,22751,23034,24070,24168,25674,25175,25314,25771,25380,26278,26003,26759,27334,26664,26936,25270,25564,24487,23326,23006,21599,21690,22836,23216,22883,21371,21094,22157,22315,23692,25088,26259,27501,27059,27838,26783,27496,27970,25950,26072,25473,25751,25232,23164,22688,21985,22143,23170,16188,16507,16471,17819,15369,14214,13555,13779,13828,13350,12566,13028,12486,12247,12255,12753,12681,12455,12210,11720,11592,11425,10953,10654,10659,10250,9306,8793,8178,7774,7227,6899,6186,5801,33036
1997-01-01,NH,9246,16602,1163577,605453,583972,14358,14835,15144,15617,16299,17019,17255,18863,18434,18750,17933,17592,17563,16657,17107,16872,16290,16246,15496,15358,14311,13372,12972,12043,12514,14508,16134,16674,15709,15442,15901,16631,19013,20783,21691,22753,22216,22623,21974,23263,22701,20851,20593,20065,19683,19493,17584,17647,17235,18259,19501,13056,13003,13279,13940,11776,10503,9999,9681,9517,9154,8611,8736,8282,8362,8214,8497,8546,8279,8004,7851,7384,7271,7098,6727,6845,6204,5770,5322,5016,4628,4337,3968,3560,3227,16951
1997-01-01,NJ,1200550,462871,6555387,4235668,3983140,109379,110138,113444,116595,120103,122253,122208,121730,115031,115279,113546,110237,108031,104151,106569,106708,105499,107448,98844,94127,95635,91682,94073,94837,99506,103133,107832,112125,112584,121823,131920,132156,139969,142807,147258,150596,148188,147312,141474,144367,144285,134612,133349,126463,123251,122112,115274,114989,109884,115962,127653,89884,91640,91243,100112,83577,76828,74328,70388,69885,67276,64200,64581,60787,61667,60264,63363,63931,61169,62167,60290,56979,57305,56546,54132,53598,50249,45395,41930,39613,37158,32928,31314,27564,24589,123497
1997-01-01,NM,41632,189216,1543991,901033,873806,26554,26683,26557,26941,28131,28895,28668,28921,27480,28428,28872,29468,29845,29704,30077,30252,29646,29378,27083,26178,25728,23832,23459,22675,22818,22413,22509,22254,21730,22769,24406,24221,25791,26877,28503,30100,29042,29604,27864,29048,29503,27050,27229,26651,26510,26313,24325,24452,23426,23874,25336,17792,18270,17896,18883,16552,15811,15093,14796,14795,14114,13200,13583,13065,12941,12543,12916,12683,12208,11777,11327,10473,10386,9991,9595,9380,8721,7697,7314,6504,6267,5532,5112,4611,4136,20802
1997-01-01,NV,128057,111442,1524605,866803,897301,26520,25979,25734,25771,25440,25515,26206,26656,25477,24754,24727,23843,23628,22708,23093,22953,22101,22521,21135,20635,21077,20463,21519,21898,23541,24162,25095,26549,27957,30457,32024,31212,32611,32054,32272,32470,31593,30561,29056,29529,29898,27822,27996,26491,25536,25436,24204,24343,23123,24428,26786,19162,19953,19686,21181,18474,17884,17357,16283,16044,15393,14667,14840,13585,13483,13846,14094,13966,12894,12863,12232,11611,11415,10566,9996,9752,8820,7650,6849,6078,5607,4799,4354,3753,3277,14131
1997-01-01,NY,3345110,1129724,14181712,9669507,8987039,245246,249236,259455,268157,278783,281618,280515,278058,261483,260658,258458,252397,251040,244103,250709,252584,249480,248807,243514,249797,249806,235592,235764,230494,242035,264544,286778,293789,277066,281614,296186,294553,310326,309413,318746,326370,324737,318536,300191,304357,308010,292193,291556,272773,266178,269158,260937,259281,242902,249948,274517,200512,204735,198498,214505,182478,177096,171463,160039,156251,152980,148817,150898,138742,138318,136777,139962,140027,132131,135781,131893,123499,123495,119396,116180,114420,106594,96050,88502,83791,80248,71009,67640,60042,54342,286987
1997-01-01,OH,1317777,155095,9804485,5812305,5465052,150296,150749,152127,152970,159714,163055,163460,167124,161689,164216,163203,162732,163753,158640,163948,167600,163562,168537,159386,157224,153876,144987,142425,137898,141222,153385,160289,160864,152684,154299,157777,154802,164948,171141,177275,186003,181590,185028,182237,194125,195018,178571,179005,173022,170592,171196,156149,158030,152706,159465,171086,114958,115236,118011,127898,113234,103761,101130,99336,99675,93879,89261,90997,84006,84724,84693,86075,86820,83809,86414,83407,78771,79640,77844,74425,73061,69391,61155,57147,51985,48697,44626,41923,37211,33562,164915
1997-01-01,OK,265613,343245,2764059,1719578,1653339,46652,45437,44631,45208,47211,49585,49703,50213,48756,48959,49970,50403,51593,51424,53916,54086,52962,53126,50479,50912,51402,47831,47002,44537,44854,47032,47618,46946,43669,42813,43077,42603,46021,48834,52005,54305,53283,54289,51976,54018,54520,50309,50810,49650,48483,47886,44210,44104,42499,44869,48485,34200,35685,36060,37689,33320,31914,30400,29900,29670,28239,27380,28504,26866,26454,26132,26970,26849,25213,25354,24222,22923,22673,21844,21434,20849,20190,17957,16793,15382,14630,13306,12542,10827,9871,55509
1997-01-01,OR,62188,158440,3083682,1670001,1634309,43285,42942,43082,43119,43310,44263,45476,47659,46837,47020,47462,47212,47082,46806,47670,48876,48367,49534,46695,44976,44963,42123,41794,40375,41510,43208,45836,47561,45474,45390,46661,45227,46396,47816,50872,53512,52920,53281,51909,55470,56883,53841,55622,55933,55765,55292,51386,51416,48263,50209,54144,36888,37168,36675,38522,33154,30962,29199,27971,27368,25665,24070,24634,23189,22799,22985,23943,23803,22860,23279,22416,21707,21835,21408,20955,21214,20255,18453,17320,15975,14881,13696,12700,11343,10333,51960
1997-01-01,PA,1245495,226720,10755599,6337461,5890353,142107,144947,150146,155261,162976,166989,169260,173705,167833,170200,170835,168438,167431,163328,168014,168644,164407,167719,164711,164774,160150,150867,145644,138487,142590,157919,170406,171934,162214,158544,159362,158017,172080,180877,187382,197847,196479,199780,196749,207782,207805,193552,193953,188207,185705,184859,170234,168590,162555,171664,185976,126644,128015,131913,142070,122828,114054,111133,107412,109426,103939,100967,102425,97530,100035,100553,104341,106088,103744,108018,105212,100124,102456,98624,95899,95790,89920,80241,75450,69975,65764,59850,56339,49937,45037,216126
1997-01-01,RI,56657,29869,938827,533082,492271,12860,13182,12936,13138,13812,14570,14627,14674,13733,13790,13663,13117,13127,12797,12906,13271,12794,13082,14496,15912,15040,13874,12901,12069,12521,15277,17785,17353,14912,13693,13960,13814,15248,16062,17107,17848,17363,17293,16908,17543,17320,16234,16295,15614,15189,15065,13644,13763,13425,13854,15208,10530,10688,10816,11476,9588,8657,8537,8209,8222,7864,7500,7682,7294,7431,7510,7861,8178,7603,8316,7981,7857,8068,7984,7761,7561,7122,6583,6123,5648,5294,4885,4718,4127,3727,19283
1997-01-01,SC,1168026,46259,2645411,1992456,1867240,51166,50297,51272,52799,55971,58310,59065,59649,56497,56357,56260,55856,55462,54453,56182,57630,57186,57269,57291,59521,58004,54067,53387,52062,52477,57470,60668,59642,54298,53202,54190,53885,58031,59870,62208,63425,62098,61038,58998,61875,63710,58606,59318,57821,56568,56745,52755,53278,51421,53342,57912,40511,42441,42099,44477,38769,36301,35206,33573,33706,32275,30837,31547,29745,30390,29810,30399,30203,27645,27677,26690,25024,24813,23475,22750,22563,20994,18699,17130,15708,14905,12665,11416,10269,9133,44987
1997-01-01,SD,4162,63854,676207,376151,368072,9962,10290,9964,10159,10398,10943,10962,11503,11264,11474,11769,11796,12193,12179,12685,12833,12778,12826,12092,11483,11338,10327,9872,9271,8989,9135,9392,9272,8914,8894,9040,9021,9647,10253,11188,11876,11635,12058,11501,11955,12110,11433,11500,11232,11212,10853,9973,9718,9219,9201,9567,6772,7045,7014,7730,6471,6121,5931,5923,6006,5996,5797,5764,5545,5687,5414,5842,5719,5684,5583,5397,5321,5204,5134,4936,4951,4895,4335,4101,3863,3606,3370,3123,2939,2659,15196
1997-01-01,TN,908434,66168,4524631,2834511,2664722,72035,71085,71834,73256,75912,77700,77524,78014,75094,75651,75181,75546,75188,73639,76636,77879,77288,79568,77203,78892,77428,73213,73365,72958,74923,81523,85783,84348,77931,77803,80776,80013,86516,88369,90348,91520,88908,89391,86714,90617,92929,85849,86395,84738,82667,82599,77086,77151,75380,78490,85308,59150,60985,61389,65525,57740,53543,51234,50091,49866,47550,45420,46308,42252,43863,41579,42727,42183,40095,39091,38148,35501,35417,33661,32485,32470,30559,26946,25385,23119,22283,20161,18173,16365,15131,76674
1997-01-01,TX,2377071,655841,16707405,9966302,9774015,322252,314622,312662,314546,320449,322810,321290,314489,301256,305294,312703,312487,313744,306991,315334,318008,312930,313615,294824,292951,293308,281028,282197,279696,289006,302210,311992,311164,295862,301213,313075,308878,326215,330995,342531,347785,335672,338258,321892,333531,333873,303721,301809,292415,284390,277831,253412,254196,240535,247899,267041,187927,193943,189046,197655,170158,160542,150181,145992,146434,137966,131745,135372,126118,124828,123444,125997,125369,118287,115915,112603,105337,102342,98808,95380,92505,86774,77488,71644,65347,63895,55340,52069,45443,41526,220010
1997-01-01,UT,19058,83335,2017391,1060648,1059136,42484,40290,38132,37007,36512,37060,36217,37312,36436,36863,36597,37008,38133,38714,40790,42407,42591,44975,45415,44240,42038,40944,39260,36867,35695,36395,35212,32390,29972,31608,32646,29719,28945,28510,29490,31051,30414,30800,29798,31078,31261,28728,28649,28141,27212,26637,23880,23464,22143,22868,24107,16564,17119,17169,18273,15485,14581,13638,13271,13262,12687,12004,12163,11282,10910,10985,11203,10873,10388,10248,9854,9640,9139,9000,8649,8806,8346,7398,6853,6378,5831,5477,5068,4428,4055,19652
1997-01-01,VA,1367796,263294,5198093,3484558,3344625,89314,89155,90060,92593,94519,97790,97870,100184,95393,95899,94720,93465,92957,90167,92815,93621,90840,92404,89681,93293,94710,90556,91167,89524,92761,100425,105462,107829,103483,104645,108410,108327,116266,119910,121763,124012,120043,120906,116685,120509,120594,111553,111122,107764,106156,105070,97029,98934,95643,100722,109220,75914,77806,77246,81526,69768,63689,61363,58299,57964,54534,51024,50907,47621,47729,46777,47818,48301,45150,44795,43400,40681,39992,38380,36899,36806,34615,30399,28408,25960,24134,21480,19683,17355,15512,79308
1997-01-01,VT,3249,7421,586569,304737,292502,6432,6770,6921,7399,7755,8242,8477,9037,8896,9034,8898,8921,9066,8840,8955,9016,8722,8659,8289,8549,8311,7650,7119,6487,6663,7982,8987,8734,7855,7182,7122,6962,7910,8822,9500,10139,10232,10280,10087,10973,11057,10418,10304,10234,10038,10174,9271,9268,8947,9325,9914,6935,6889,6795,7232,6245,5522,5354,5001,5131,4748,4487,4671,4248,4275,4284,4349,4385,4217,4223,4073,3805,3885,3641,3562,3463,3276,2961,2633,2521,2418,2182,2159,1857,1660,9327
1997-01-01,WA,208977,437670,5028100,2851067,2823680,77119,76371,76930,77785,80031,82419,83247,85888,83037,83057,83517,82993,84447,82199,84330,84603,82564,83109,77757,76293,76548,71913,71175,69243,70832,74839,79103,82242,82145,84347,87681,85967,91339,93907,98015,101799,98771,99344,96278,101101,102952,95303,96674,94161,92708,91150,83788,84146,79732,83387,90101,61841,62858,62270,64834,54917,50418,47378,45362,44950,42118,39155,39660,37000,36369,36035,37435,36608,35177,35131,33683,32709,32006,31787,30738,31652,30105,27025,25774,23743,21959,20007,18561,16402,14685,76008
1997-01-01,WI,302926,130500,4832787,2672959,2593254,59799,62564,66680,69646,71793,73986,74400,78672,77160,79329,80400,80488,81161,79100,80925,82045,79807,81757,77073,76626,74971,69792,67587,63239,62727,67707,72991,73988,70918,71955,74448,72467,77482,81821,86426,90681,88995,90900,87682,91851,91394,84398,84749,82130,81191,80969,73867,73610,70745,71489,76025,52658,53529,53569,58434,50183,45708,44373,43793,44117,41723,39983,39829,37635,37931,37008,38585,39184,37571,38239,36827,34827,34928,34362,32545,32968,31233,28437,26317,24539,23178,22003,21047,19002,17310,90032
1997-01-01,WV,59365,11104,1748644,937527,881586,20154,20450,21049,21526,22155,22572,22372,22369,21805,22565,23406,23520,23841,23865,25311,26275,26478,28324,27525,28366,27929,25445,24772,23359,23149,24913,24962,24157,21764,21324,21359,21147,23112,24262,25621,26832,26450,27560,27682,29931,30609,28359,28866,28406,28763,29418,27105,27411,26572,27899,29456,20257,20321,20216,21964,19819,18546,18085,17865,18315,17327,16863,16915,15638,15899,16196,16280,16439,15862,16008,15726,14705,15055,14354,13728,13145,12644,10960,10293,9236,8939,8276,7579,6807,6153,30176
1997-01-01,WY,3924,13915,471612,243495,245956,6220,6446,6237,6277,6370,6655,6863,7256,7123,7340,7634,7885,8390,8450,8715,8894,8708,8864,8125,7951,7414,6762,6503,6117,6043,5991,5829,5700,5296,5357,5591,5577,6327,6609,7303,7921,8057,8371,8346,8827,9155,8646,8615,8603,8526,8442,7559,7379,6901,7125,7481,5093,5394,5400,5520,4763,4446,4322,4262,4107,3897,3682,3679,3434,3441,3338,3429,3507,3316,3135,3029,2982,2908,2696,2656,2597,2373,2171,1945,1821,1753,1575,1479,1290,1173,6062
1998-01-01,AK,26194,133182,460556,298509,321423,9355,9846,9739,9795,10270,10719,10975,11125,11896,11837,11039,10890,11340,11093,10871,11199,10525,10122,8873,8139,8043,7817,7559,7630,7644,8167,7346,7535,8082,8960,9459,9604,10188,10606,11250,11851,11713,11903,11801,12054,12344,11697,12038,11986,11354,11269,10579,10171,9559,9080,8990,8858,6427,6620,6223,6371,5289,4833,4363,4065,3854,3313,3273,3163,2695,2575,2436,2435,2191,2182,2198,1913,1746,1641,1596,1479,1378,1269,1067,945,884,692,670,548,502,2311
1998-01-01,AL,1152248,54413,3198040,2281866,2122835,58377,58263,57739,58987,61116,61921,63251,63572,62397,62559,62836,62026,62886,63730,62450,64743,65430,65969,67481,66439,65078,63578,59347,60129,57706,59708,62234,66685,63164,60743,59246,57428,58757,62478,66810,69693,68813,68253,68199,69706,71451,69613,67773,67059,65779,64642,61130,58965,58826,60107,60819,62344,45849,46756,48318,49959,43412,41503,39585,40184,40524,36607,37122,37270,34898,34217,33804,35246,33543,32060,32628,30048,29228,28847,27427,26378,25631,24249,21393,19756,19110,16135,14202,14027,12197,64153
1998-01-01,AR,420780,37390,2168119,1348420,1277869,35590,35958,36196,36388,36278,36311,37245,38508,38450,38304,38209,37927,38905,39137,38811,40390,40807,40223,40024,39016,38058,36955,34908,34343,33872,34317,34592,36502,34939,34283,33715,33127,34211,36479,39273,40845,39842,39172,38555,39423,40308,39314,37448,37510,37845,36897,35056,33779,33835,34374,34739,36602,26871,28003,28846,30103,26572,25022,24060,24344,24408,21778,22311,22622,21740,21435,21362,21992,20932,19919,20224,18773,17952,18397,17852,17121,16404,15538,13860,13059,12650,11201,10334,9317,8522,44970
1998-01-01,AZ,171440,374394,4337508,2450588,2432754,75335,72980,71874,72788,72327,73508,73249,75031,73413,71508,71125,69687,69960,69052,66815,68521,68589,70032,71032,70400,69029,67823,65566,67676,66454,69193,71739,78101,75702,73528,73732,70751,73086,74627,77319,81351,79034,77450,76650,75362,77767,72476,70821,68934,67373,66797,64018,61059,59148,59775,61430,62854,46177,46572,48431,51128,44198,41874,40288,39789,40300,37017,37125,38512,36464,37434,37582,39224,38204,37307,38134,34713,33764,33873,33326,31259,30354,28299,25279,23236,20974,18957,17711,15395,13493,63098
1998-01-01,CA,2477681,4368304,26141690,16532263,16455412,487974,492872,505790,530488,552522,557938,565668,570021,535578,502045,500787,490283,489808,483966,469316,481450,483612,463120,456705,448766,444344,444153,430601,444324,450179,482763,492847,535319,540421,546493,559731,533945,547600,551250,565937,588290,569425,567381,550320,542632,557424,520029,514451,498699,478670,475117,444587,435385,417556,415596,422424,428593,320412,321382,320175,324277,274146,263551,249060,241931,240371,216066,215949,216651,198480,201814,200257,206227,197056,193747,196806,179504,173792,176035,173513,165904,163098,153924,137573,126874,117070,102812,95691,85981,76840,395511
1998-01-01,CO,177472,150197,3788970,2050726,2065913,58026,56505,55517,56043,56849,59206,59436,60426,60393,60555,60455,59791,60651,59869,58632,60249,59275,58188,58266,56961,56214,56241,55060,56265,56079,59744,61556,66773,66619,65763,65391,61459,62710,66530,71049,75250,75097,74455,74193,75072,76646,73377,71137,69939,69395,68747,65106,61732,59416,59845,59594,60342,42611,42598,42623,43103,36613,33226,31867,31394,30479,27342,26677,27166,24876,24180,23981,24698,23980,22961,22804,21222,19793,19975,19319,18168,18165,16729,15242,13835,12749,11568,10719,9600,8514,45773
1998-01-01,CT,333828,93892,2937632,1737186,1628166,42557,43956,43628,45896,46756,47160,48866,49681,50253,50011,48633,46140,45549,44566,43036,43209,43125,41578,41587,40392,38680,38050,35573,36226,35983,37946,39739,45263,46954,47030,48679,48837,52153,54504,58249,58828,58760,58357,58895,59627,60358,57253,56008,54138,53275,52062,49183,46944,45895,46976,48968,51395,37874,38212,39590,40785,34288,31693,28807,28453,28452,25691,25417,25311,23933,23696,23776,24949,24321,24351,24635,23326,22835,23121,22269,22025,21676,20538,18648,17263,16677,15233,14647,13228,11526,60739
1998-01-01,DC,355305,18131,191794,299330,265900,6286,6183,6637,6924,7766,7004,7636,7424,7485,6707,5627,5544,5476,5410,5119,5408,5506,5697,8239,10194,9190,8793,8341,8960,9727,10566,12750,14409,12530,11045,10729,9991,10361,9815,9996,10244,9571,9250,8741,8735,8942,8153,8073,8295,7724,7769,7547,7775,7298,7409,7458,7426,5885,5975,5723,5958,5319,5181,4925,4675,4708,4125,4223,4166,3847,4046,3973,4172,3681,3754,3957,3630,3474,3542,3439,3297,3161,3101,2674,2497,2428,2079,1929,1765,1562,8474
1998-01-01,DE,149003,19015,595317,392982,370353,10072,10015,9893,9952,10540,10626,11065,11429,11069,11040,10725,10487,10587,10350,10330,10397,10386,10339,11028,11276,10557,10243,9552,8990,8853,9463,10814,12318,11911,11405,10868,10738,11622,12349,12918,12967,13112,13000,12717,13060,13135,12346,11845,11507,11506,11266,10395,10060,9722,10231,10279,10950,7863,8058,8248,8546,7615,6991,6620,6687,6628,6089,6090,6223,5978,5881,5894,6287,6079,5844,5813,5388,5153,5143,4808,4711,4576,4159,3738,3398,3217,2779,2537,2276,1876,9837
1998-01-01,FL,2351227,343208,12792124,7938711,7547848,185678,184227,183885,188223,195757,205381,203445,208792,209067,205877,204957,201166,200010,199255,194684,198778,197883,190496,190436,186402,183871,177767,170870,177388,176359,184991,190014,206360,205902,205001,211340,210962,224006,234189,246489,256580,251736,250247,244769,244788,249375,235612,231294,225884,217465,217078,204363,199122,193567,196092,200522,208897,157483,160385,165341,172923,149869,146672,140164,141852,144558,133943,137245,141629,135122,142190,144715,155944,152700,152172,155910,149558,144639,146590,141263,134117,131976,123937,110880,102883,94426,84819,78874,71065,62242,311174
1998-01-01,GA,2271997,182906,5408633,4010502,3853034,115593,112737,110129,112838,115573,117734,118814,121028,120215,119547,118680,114625,113710,113106,110518,114481,114715,114955,117696,117161,115819,111038,106046,110806,113361,119305,123024,132936,128711,126951,128265,127088,130871,135880,140363,141931,138193,135512,133326,133073,134526,128534,123386,121089,117485,116279,110706,106347,104743,107064,108524,110184,80234,80588,81962,83168,70582,66662,62426,61385,60176,53974,53211,53737,49289,48443,47189,48677,45637,42771,43425,39881,37671,37577,36500,35424,34152,32305,28675,26648,25605,21965,19837,18396,15960,84183
1998-01-01,HI,32631,889223,293379,602865,612368,15607,15681,16237,16970,18376,18166,18154,18209,17092,16428,16757,16078,16543,16912,16702,17054,17318,16561,15414,15692,16822,17162,16211,16439,16471,16492,14775,15581,18198,19851,19583,18225,19047,19357,19622,20260,19395,20072,19918,19795,20161,19360,19509,19201,18538,18564,17699,17803,17270,16774,16952,17197,13433,13575,13768,13285,11453,10518,10110,9780,9600,8657,9076,9108,8564,8512,8477,9186,8695,8901,9052,8526,8418,8425,8095,7973,7201,6926,5894,5414,4990,4287,4048,3742,3279,16010
1998-01-01,IA,63173,43848,2795851,1483224,1419648,36565,37174,36552,37013,37671,38543,39651,39950,41158,41674,41274,40963,41893,42607,42578,44641,44548,45488,47426,46399,44297,41439,38276,36304,34113,34954,36763,40575,38720,36983,35934,34797,35128,38321,41395,43677,44657,44891,45420,46733,47431,45403,44260,44295,44405,44034,42379,40058,39367,38755,38193,39903,28296,28737,29949,31015,27264,25795,24902,25572,25010,23438,22887,23839,22354,21489,21617,22768,22312,21861,22104,21306,20868,21114,20627,19957,19619,18791,17341,16207,15068,14010,13299,12465,11322,64041
1998-01-01,ID,5907,32084,1214339,625894,626436,19039,18864,18534,18713,18717,19650,19430,19313,19671,20103,20136,20158,20658,20917,21036,22453,22566,22231,22967,21611,19068,19105,17808,17624,16200,16006,16352,16945,15486,15351,15777,15745,15475,16423,17807,18862,19320,19625,19341,19674,20423,19527,19116,19049,19033,19181,17859,16989,16537,16552,16539,16693,12088,12221,13138,13360,11167,10466,10229,10180,10003,9260,8700,8824,8104,8172,8039,8152,8027,7417,7732,7045,6826,6968,6583,6581,6469,6015,5538,5156,4860,4478,4180,3839,3343,16911
1998-01-01,IL,1903979,462356,9905512,6272356,5999491,172524,174402,175832,181054,186874,185002,186879,186908,181657,178859,179019,174826,176375,175604,172386,178623,179439,178989,178506,172730,168817,164682,158595,162477,163544,172480,176284,189639,183647,181452,187113,182638,188711,193195,200436,206973,203482,203735,201589,203050,207542,195707,190652,186538,181813,180288,170190,165746,160094,160725,162184,165431,121168,122124,125537,131005,113609,106914,101300,100167,99931,90623,89989,89334,83034,81979,81103,84450,81540,80677,82593,76264,74008,74720,72611,69467,68232,64118,57657,53047,50685,46422,43321,39909,35466,182906
1998-01-01,IN,516404,74111,5408365,3065177,2933703,82977,83310,82507,83101,85571,84649,87291,87527,87234,87659,87144,85591,86868,86956,85426,88993,89174,89982,92944,93991,91270,87410,80774,79106,76502,78527,84404,92457,86857,83941,81161,78631,81329,88519,94406,97320,97874,96023,96156,98770,101159,97234,93477,92004,91961,90505,86647,81277,80090,81232,81967,84822,59929,61574,63234,66946,57113,54267,51125,51913,50829,46144,45053,45247,42338,41455,41037,43338,41526,40879,41615,39286,37987,38097,36732,34761,34146,31737,28728,26362,24575,22397,20929,19058,17371,88445
1998-01-01,KS,162176,74809,2423613,1348807,1311791,37293,37272,36140,36661,37959,37955,38393,38846,40279,40574,40644,40131,40483,41300,40829,42367,41968,41308,41609,40969,39544,37899,35167,34747,33086,33328,33876,38281,37245,35700,34945,33733,34366,36898,40280,42563,43197,42752,42790,43581,43970,43120,41774,41411,40938,39994,38185,35818,34475,34745,34641,35804,25470,26031,26603,27172,23544,21959,21110,21413,21016,19325,19188,19686,18711,18161,18411,19112,18696,18215,18510,17523,17089,17262,16948,16292,16273,15348,14016,13195,12045,11055,10379,9544,8567,50896
1998-01-01,KY,298150,35357,3651883,2042740,1942650,52552,53105,52432,53046,54291,54782,55323,56156,55855,55564,56015,55089,55102,56328,55584,58050,59103,58920,59575,60540,59574,57402,53741,53720,52561,54262,56602,59799,57327,55947,55161,54826,56493,60124,64079,65580,64538,63792,63683,65236,66674,63873,61788,61090,60430,60242,57799,54836,54033,55200,56219,58096,41447,42206,42595,44927,39409,37736,35944,36608,35577,31967,31493,31956,30737,29495,29703,30319,28935,27946,28626,26242,25516,25121,24137,22831,22228,20932,18894,17049,15836,14476,12911,11831,11135,56486
1998-01-01,LA,1448356,80753,2911235,2293400,2146944,63695,62649,61894,63390,66381,66070,68743,69127,67518,68518,68029,69023,70631,72844,71335,74258,74799,74080,75265,71606,69334,66460,61922,60980,58365,59191,60427,63425,62042,60709,60977,60210,61022,63955,67781,70033,70170,70611,70622,71585,73873,70262,67253,67192,66803,65209,61060,58911,57624,57959,57494,58965,43446,44300,44784,46707,40265,37888,36471,36838,36683,33074,32519,32673,30457,30178,29712,31732,30147,28950,29599,27910,26828,26286,25412,23405,22517,21660,19028,17347,16457,14194,13033,11630,10200,55733
